period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-04-11T10,15.88%,32.29%,50.53%,0.00%,1.31%,8.38,28.48
2023-04-11T11,15.65%,29.33%,45.22%,0.00%,9.80%,8.14,27.83
2023-04-11T12,15.70%,27.25%,41.24%,0.00%,15.82%,8.07,27.71
2023-04-11T13,15.89%,24.53%,40.63%,0.00%,18.96%,8.02,27.74
2023-04-11T14,16.55%,21.50%,41.68%,0.00%,20.28%,8.16,28.50
2023-04-11T15,17.10%,22.60%,43.19%,0.00%,17.11%,8.45,29.49
2023-04-11T16,17.23%,23.67%,44.31%,0.00%,14.79%,8.56,29.81
2023-04-11T17,17.12%,25.44%,44.82%,0.00%,12.62%,8.59,29.81
2023-04-11T18,17.06%,26.24%,44.94%,0.00%,11.76%,8.60,29.78
2023-04-11T19,17.24%,26.62%,44.54%,0.00%,11.60%,8.70,30.11
2023-04-11T20,17.25%,27.28%,44.31%,0.00%,11.15%,8.74,30.19
2023-04-11T21,16.82%,28.26%,43.42%,0.00%,11.50%,8.60,29.60
2023-04-11T22,17.80%,26.01%,42.69%,0.00%,13.50%,8.91,30.94
2023-04-11T23,18.67%,26.04%,41.69%,0.00%,13.60%,9.29,32.34
2023-04-12T00,19.58%,25.56%,41.89%,0.00%,12.97%,9.66,33.73
2023-04-12T01,19.64%,26.91%,41.55%,0.00%,11.90%,9.75,33.97
2023-04-12T02,20.12%,25.51%,42.68%,0.00%,11.69%,9.89,34.59
2023-04-12T03,20.48%,24.88%,46.02%,0.00%,8.62%,10.01,35.10
2023-04-12T04,17.78%,26.19%,49.92%,0.00%,6.10%,8.91,30.93
2023-04-12T05,17.73%,24.24%,53.29%,0.00%,4.74%,8.80,30.65
2023-04-12T06,18.64%,26.01%,56.12%,0.00%,-0.77%,9.27,32.28
2023-04-12T07,18.96%,27.36%,56.86%,0.00%,-3.18%,9.47,32.92
2023-04-12T08,18.76%,28.25%,56.32%,0.00%,-3.33%,9.43,32.69
2023-04-12T09,18.16%,29.50%,55.67%,0.00%,-3.33%,9.23,31.86
2023-04-12T10,17.64%,30.33%,54.16%,0.00%,-2.13%,9.05,31.11
2023-04-12T11,17.36%,28.09%,49.86%,0.00%,4.69%,8.82,30.43
2023-04-12T12,17.52%,26.79%,44.96%,0.00%,10.73%,8.83,30.57
2023-04-12T13,17.56%,24.67%,44.43%,0.00%,13.34%,8.75,30.43
2023-04-12T14,18.35%,22.61%,45.16%,0.00%,13.88%,8.99,31.49
2023-04-12T15,19.82%,22.09%,46.11%,0.00%,11.98%,9.60,33.79
2023-04-12T16,19.17%,24.49%,46.39%,0.00%,9.96%,9.43,32.97
2023-04-12T17,17.99%,26.88%,45.99%,0.00%,9.14%,9.04,31.33
2023-04-12T18,17.66%,28.31%,45.27%,0.00%,8.75%,8.96,30.95
2023-04-12T19,17.53%,27.67%,44.68%,0.00%,10.12%,8.88,30.67
2023-04-12T20,19.05%,25.62%,43.78%,0.00%,11.55%,9.43,32.89
2023-04-12T21,19.05%,25.55%,42.52%,0.00%,12.88%,9.43,32.89
2023-04-12T22,18.56%,24.25%,41.18%,0.00%,16.01%,9.15,31.98
2023-04-12T23,18.07%,25.31%,40.28%,0.00%,16.34%,9.00,31.31
2023-04-13T00,18.30%,25.92%,40.77%,0.00%,15.01%,9.12,31.73
2023-04-13T01,18.35%,26.36%,41.26%,0.00%,14.04%,9.17,31.85
2023-04-13T02,18.74%,25.47%,42.66%,0.00%,13.13%,9.29,32.39
2023-04-13T03,20.64%,23.71%,46.94%,0.00%,8.71%,10.03,35.25
2023-04-13T04,19.97%,24.52%,50.34%,0.00%,5.17%,9.78,34.26
2023-04-13T05,18.93%,26.76%,52.86%,0.00%,1.45%,9.44,32.82
2023-04-13T06,19.44%,26.88%,56.05%,0.00%,-2.36%,9.66,33.64
2023-04-13T07,19.64%,25.98%,57.44%,0.00%,-3.06%,9.70,33.88
2023-04-13T08,19.93%,25.18%,58.39%,0.00%,-3.50%,9.79,34.25
2023-04-13T09,19.88%,25.50%,58.12%,0.00%,-3.49%,9.78,34.21
2023-04-13T10,18.54%,29.87%,54.25%,0.00%,-2.66%,9.42,32.51
2023-04-13T11,17.81%,29.39%,49.33%,0.00%,3.46%,9.08,31.29
2023-04-13T12,19.14%,27.47%,45.36%,0.00%,8.03%,9.56,33.22
2023-04-13T13,19.01%,25.47%,44.78%,0.00%,10.74%,9.41,32.82
2023-04-13T14,18.95%,25.86%,44.48%,0.00%,10.71%,9.40,32.76
2023-04-13T15,18.96%,25.82%,44.44%,0.00%,10.78%,9.40,32.77
2023-04-13T16,18.80%,25.90%,44.40%,0.00%,10.91%,9.34,32.52
2023-04-13T17,18.66%,27.01%,43.86%,0.00%,10.48%,9.33,32.41
2023-04-13T18,18.53%,26.73%,43.50%,0.00%,11.24%,9.26,32.17
2023-04-13T19,18.28%,26.33%,42.79%,0.00%,12.61%,9.13,31.73
2023-04-13T20,18.12%,26.67%,42.53%,0.00%,12.69%,9.08,31.51
2023-04-13T21,18.15%,26.16%,42.53%,0.00%,13.15%,9.07,31.52
2023-04-13T22,18.39%,25.51%,43.10%,0.00%,12.99%,9.14,31.84
2023-04-13T23,18.22%,25.40%,42.56%,0.00%,13.82%,9.06,31.55
2023-04-14T00,18.34%,26.02%,42.88%,0.00%,12.75%,9.15,31.81
2023-04-14T01,17.27%,27.76%,41.70%,0.00%,13.26%,8.77,30.27
2023-04-14T02,17.60%,26.76%,42.36%,0.00%,13.29%,8.86,30.69
2023-04-14T03,18.08%,24.47%,45.05%,0.00%,12.40%,8.96,31.24
2023-04-14T04,19.07%,25.63%,48.09%,0.00%,7.22%,9.44,32.93
2023-04-14T05,19.15%,24.06%,51.25%,0.00%,5.55%,9.40,32.90
2023-04-14T06,18.88%,27.45%,53.61%,0.00%,0.05%,9.45,32.81
2023-04-14T07,19.18%,27.61%,55.12%,0.00%,-1.91%,9.58,33.31
2023-04-14T08,19.61%,26.70%,56.44%,0.00%,-2.75%,9.72,33.89
2023-04-14T09,18.95%,28.05%,55.60%,0.00%,-2.60%,9.51,32.98
2023-04-14T10,19.05%,28.97%,54.17%,0.00%,-2.20%,9.59,33.23
2023-04-14T11,20.02%,30.13%,49.96%,0.00%,-0.11%,10.06,34.88
2023-04-14T12,19.47%,29.80%,46.78%,0.00%,3.94%,9.81,33.98
2023-04-14T13,19.09%,28.82%,45.92%,0.00%,6.17%,9.60,33.28
2023-04-14T14,19.20%,28.56%,45.98%,0.00%,6.26%,9.64,33.43
2023-04-14T15,18.85%,28.72%,44.98%,0.00%,7.45%,9.49,32.87
2023-04-14T16,18.53%,28.03%,44.39%,0.00%,9.04%,9.32,32.31
2023-04-14T17,18.31%,28.23%,43.73%,0.00%,9.72%,9.24,31.98
2023-04-14T18,17.90%,26.84%,43.03%,0.00%,12.24%,8.99,31.17
2023-04-14T19,17.42%,25.07%,43.17%,0.00%,14.34%,8.70,30.24
2023-04-14T20,18.16%,23.11%,43.38%,0.00%,15.36%,8.93,31.23
2023-04-14T21,19.10%,22.26%,43.48%,0.00%,15.16%,9.29,32.66
2023-04-14T22,19.29%,24.38%,42.55%,0.00%,13.78%,9.48,33.16
2023-04-14T23,19.59%,25.00%,40.95%,0.00%,14.46%,9.63,33.70
2023-04-15T00,19.85%,24.83%,40.16%,0.00%,15.16%,9.74,34.10
2023-04-15T01,19.77%,27.84%,39.04%,0.00%,13.34%,9.85,34.27
2023-04-15T02,20.47%,28.62%,38.30%,0.00%,12.61%,10.19,35.45
2023-04-15T03,21.37%,29.71%,40.29%,0.00%,8.64%,10.62,36.99
2023-04-15T04,21.00%,30.01%,42.85%,0.00%,6.15%,10.48,36.43
2023-04-15T05,20.89%,29.48%,45.10%,0.00%,4.53%,10.41,36.22
2023-04-15T06,21.50%,30.24%,46.79%,0.00%,1.47%,10.71,37.26
2023-04-15T07,22.69%,32.29%,48.90%,0.00%,-3.89%,11.32,39.36
2023-04-15T08,23.15%,34.58%,49.36%,0.00%,-7.09%,11.63,40.31
2023-04-15T09,23.04%,33.87%,49.80%,0.00%,-6.70%,11.54,40.07
2023-04-15T10,23.04%,33.69%,50.03%,0.00%,-6.76%,11.54,40.05
2023-04-15T11,22.21%,34.24%,49.22%,0.00%,-5.67%,11.20,38.78
2023-04-15T12,21.12%,32.61%,47.97%,0.00%,-1.71%,10.66,36.89
2023-04-15T13,19.79%,34.29%,45.44%,0.00%,0.48%,10.16,34.92
2023-04-15T14,18.98%,35.14%,43.71%,0.00%,2.17%,9.86,33.72
2023-04-15T15,18.72%,35.24%,43.02%,0.00%,3.03%,9.75,33.31
2023-04-15T16,18.07%,34.91%,43.41%,0.00%,3.60%,9.46,32.25
2023-04-15T17,16.36%,35.64%,42.45%,0.00%,5.56%,8.75,29.57
2023-04-15T18,16.08%,35.07%,41.48%,0.00%,7.37%,8.60,29.08
2023-04-15T19,15.77%,34.39%,40.12%,0.00%,9.72%,8.44,28.52
2023-04-15T20,15.77%,33.61%,38.48%,0.00%,12.14%,8.40,28.44
2023-04-15T21,16.91%,33.26%,37.05%,0.00%,12.78%,8.88,30.23
2023-04-15T22,17.79%,31.20%,36.46%,0.00%,14.55%,9.16,31.43
2023-04-15T23,18.75%,30.52%,36.62%,0.00%,14.11%,9.54,32.89
2023-04-16T00,18.27%,31.97%,37.50%,0.00%,12.25%,9.40,32.28
2023-04-16T01,18.57%,33.22%,38.76%,0.00%,9.45%,9.59,32.88
2023-04-16T02,18.46%,33.00%,39.61%,0.00%,8.93%,9.53,32.67
2023-04-16T03,18.47%,35.22%,41.61%,0.00%,4.70%,9.64,32.90
2023-04-16T04,19.15%,32.67%,44.11%,0.00%,4.06%,9.81,33.75
2023-04-16T05,20.24%,29.76%,46.84%,0.00%,3.17%,10.14,35.20
2023-04-16T06,21.71%,24.41%,50.17%,0.00%,3.71%,10.52,37.03
2023-04-16T07,21.67%,24.39%,52.83%,0.00%,1.10%,10.50,36.97
2023-04-16T08,22.62%,24.25%,55.51%,0.00%,-2.38%,10.90,38.46
2023-04-16T09,22.89%,24.76%,56.21%,0.00%,-3.86%,11.04,38.94
2023-04-16T10,22.97%,24.26%,56.32%,0.00%,-3.55%,11.05,39.02
2023-04-16T11,22.25%,26.80%,54.62%,0.00%,-3.67%,10.87,38.12
2023-04-16T12,21.48%,27.52%,52.48%,0.00%,-1.48%,10.57,36.97
2023-04-16T13,21.13%,27.26%,49.57%,0.00%,2.04%,10.41,36.39
2023-04-16T14,20.66%,26.81%,46.25%,0.00%,6.29%,10.18,35.58
2023-04-16T15,19.76%,26.12%,44.94%,0.00%,9.18%,9.76,34.08
2023-04-16T16,19.46%,24.88%,44.73%,0.00%,10.93%,9.57,33.48
2023-04-16T17,19.11%,25.08%,44.23%,0.00%,11.58%,9.43,32.94
2023-04-16T18,18.42%,24.94%,44.31%,0.00%,12.33%,9.13,31.83
2023-04-16T19,17.84%,26.13%,44.08%,0.00%,11.95%,8.94,31.02
2023-04-16T20,19.18%,23.19%,44.13%,0.00%,13.50%,9.37,32.86
2023-04-16T21,19.93%,21.59%,44.09%,0.00%,14.39%,9.62,33.91
2023-04-16T22,18.78%,22.02%,43.94%,0.00%,15.25%,9.15,32.13
2023-04-16T23,18.30%,22.25%,43.90%,0.00%,15.55%,8.95,31.37
2023-04-17T00,18.38%,22.67%,44.23%,0.00%,14.72%,9.00,31.54
2023-04-17T01,18.49%,26.20%,43.84%,0.00%,11.47%,9.22,32.05
2023-04-17T02,18.45%,26.12%,43.82%,0.00%,11.60%,9.20,31.99
2023-04-17T03,18.78%,25.70%,45.77%,0.00%,9.76%,9.32,32.47
2023-04-17T04,19.99%,24.83%,49.48%,0.00%,5.71%,9.80,34.32
2023-04-17T05,20.57%,23.32%,53.10%,0.00%,3.01%,9.98,35.10
2023-04-17T06,20.90%,24.86%,56.71%,0.00%,-2.47%,10.19,35.78
2023-04-17T07,20.63%,25.37%,57.11%,0.00%,-3.11%,10.10,35.40
2023-04-17T08,20.46%,25.79%,56.83%,0.00%,-3.09%,10.05,35.17
2023-04-17T09,20.11%,26.11%,55.82%,0.00%,-2.04%,9.91,34.63
2023-04-17T10,19.07%,25.39%,52.80%,0.00%,2.74%,9.43,32.91
2023-04-17T11,16.77%,28.95%,46.71%,0.00%,7.57%,8.61,29.58
2023-04-17T12,15.31%,31.43%,42.70%,0.00%,10.56%,8.10,27.49
2023-04-17T13,15.02%,31.18%,41.98%,0.00%,11.82%,7.96,27.01
2023-04-17T14,15.11%,30.60%,42.35%,0.00%,11.93%,7.98,27.10
2023-04-17T15,15.57%,28.98%,43.77%,0.00%,11.68%,8.09,27.67
2023-04-17T16,15.72%,28.46%,44.39%,0.00%,11.44%,8.13,27.85
2023-04-17T17,15.96%,29.81%,45.18%,0.00%,9.05%,8.30,28.37
2023-04-17T18,16.28%,28.32%,46.28%,0.00%,9.13%,8.37,28.73
2023-04-17T19,16.42%,28.28%,46.92%,0.00%,8.38%,8.43,28.97
2023-04-17T20,16.49%,29.79%,47.24%,0.00%,6.47%,8.53,29.22
2023-04-17T21,16.56%,29.90%,47.30%,0.00%,6.24%,8.57,29.35
2023-04-17T22,16.02%,30.21%,46.17%,0.00%,7.60%,8.35,28.51
2023-04-17T23,15.92%,28.99%,45.45%,0.00%,9.64%,8.24,28.23
2023-04-18T00,15.66%,28.03%,44.78%,0.00%,11.53%,8.09,27.72
2023-04-18T01,15.08%,28.96%,43.34%,0.00%,12.63%,7.88,26.88
2023-04-18T02,15.37%,26.44%,44.05%,0.00%,14.14%,7.89,27.10
2023-04-18T03,16.08%,28.54%,46.02%,0.00%,9.37%,8.29,28.44
2023-04-18T04,17.85%,26.79%,49.77%,0.00%,5.59%,8.97,31.10
2023-04-18T05,19.01%,26.71%,52.00%,0.00%,2.28%,9.47,32.94
2023-04-18T06,19.84%,27.30%,53.98%,0.00%,-1.12%,9.85,34.33
2023-04-18T07,20.46%,25.38%,55.59%,0.00%,-1.44%,10.03,35.13
2023-04-18T08,20.37%,25.39%,55.65%,0.00%,-1.42%,9.99,34.99
2023-04-18T09,20.43%,25.16%,55.53%,0.00%,-1.12%,10.00,35.05
2023-04-18T10,19.21%,28.72%,52.42%,0.00%,-0.35%,9.65,33.46
2023-04-18T11,17.68%,30.51%,46.96%,0.00%,4.85%,9.07,31.18
2023-04-18T12,18.54%,30.88%,42.97%,0.00%,7.62%,9.46,32.59
2023-04-18T13,18.17%,29.19%,43.43%,0.00%,9.21%,9.22,31.83
2023-04-18T14,17.62%,26.71%,44.58%,0.00%,11.09%,8.87,30.72
2023-04-18T15,17.85%,26.27%,45.59%,0.00%,10.30%,8.95,31.05
2023-04-18T16,17.92%,29.03%,45.80%,0.00%,7.25%,9.11,31.42
2023-04-18T17,17.88%,30.00%,45.56%,0.00%,6.56%,9.14,31.45
2023-04-18T18,17.79%,28.98%,45.32%,0.00%,7.91%,9.05,31.22
2023-04-18T19,18.28%,25.88%,45.19%,0.00%,10.65%,9.11,31.69
2023-04-18T20,17.97%,27.04%,43.82%,0.00%,11.17%,9.03,31.31
2023-04-18T21,18.30%,28.12%,42.51%,0.00%,11.07%,9.23,31.95
2023-04-18T22,18.69%,28.31%,41.46%,0.00%,11.54%,9.40,32.58
2023-04-18T23,17.51%,27.44%,40.77%,0.00%,14.29%,8.85,30.61
2023-04-19T00,17.67%,28.18%,40.99%,0.00%,13.15%,8.96,30.95
2023-04-19T01,18.64%,28.64%,41.26%,0.00%,11.47%,9.40,32.53
2023-04-19T02,18.79%,29.18%,42.42%,0.00%,9.61%,9.49,32.82
2023-04-19T03,18.99%,29.04%,45.11%,0.00%,6.85%,9.57,33.14
2023-04-19T04,20.45%,26.10%,49.04%,0.00%,4.42%,10.06,35.18
2023-04-19T05,21.16%,23.14%,52.18%,0.00%,3.51%,10.22,36.03
2023-04-19T06,15.51%,15.26%,41.92%,0.00%,27.31%,7.41,26.23
2023-04-19T07,21.04%,18.09%,57.08%,0.00%,3.80%,9.93,35.34
2023-04-19T08,21.37%,20.07%,57.85%,0.00%,0.72%,10.16,36.05
2023-04-19T09,20.98%,21.30%,57.10%,0.00%,0.62%,10.06,35.56
2023-04-19T10,20.72%,21.99%,53.80%,0.00%,3.49%,9.98,35.21
2023-04-19T11,21.04%,25.33%,49.36%,0.00%,4.27%,10.27,36.05
2023-04-19T12,19.56%,28.50%,45.90%,0.00%,6.04%,9.79,33.99
2023-04-19T13,19.38%,26.66%,46.21%,0.00%,7.75%,9.62,33.52
2023-04-19T14,17.93%,26.85%,46.31%,0.00%,8.91%,9.01,31.23
2023-04-19T15,17.53%,27.19%,45.87%,0.00%,9.40%,8.85,30.62
2023-04-19T16,17.54%,28.57%,45.97%,0.00%,7.92%,8.92,30.78
2023-04-19T17,17.38%,30.09%,45.46%,0.00%,7.07%,8.93,30.67
2023-04-19T18,16.76%,30.12%,43.99%,0.00%,9.12%,8.66,29.69
2023-04-19T19,17.13%,29.48%,42.21%,0.00%,11.19%,8.79,30.21
2023-04-19T20,17.61%,29.12%,40.88%,0.00%,12.40%,8.98,30.94
2023-04-19T21,17.80%,28.65%,39.39%,0.00%,14.16%,9.04,31.19
2023-04-19T22,16.79%,28.39%,38.41%,0.00%,16.41%,8.59,29.57
2023-04-19T23,17.56%,28.44%,38.08%,0.00%,15.93%,8.92,30.79
2023-04-20T00,17.65%,29.88%,38.49%,0.00%,13.97%,9.03,31.08
2023-04-20T01,18.33%,30.31%,39.44%,0.00%,11.92%,9.35,32.21
2023-04-20T02,19.21%,28.89%,41.03%,0.00%,10.86%,9.66,33.48
2023-04-20T03,19.64%,29.91%,43.52%,0.00%,6.93%,9.89,34.26
2023-04-20T04,19.10%,29.29%,47.36%,0.00%,4.26%,9.63,33.34
2023-04-20T05,18.92%,26.17%,51.18%,0.00%,3.72%,9.40,32.75
2023-04-20T06,20.06%,21.56%,54.46%,0.00%,3.92%,9.67,34.11
2023-04-20T07,20.83%,21.89%,56.36%,0.00%,0.93%,10.02,35.37
2023-04-20T08,21.60%,21.94%,58.66%,0.00%,-2.19%,10.35,36.61
2023-04-20T09,21.66%,22.06%,58.75%,0.00%,-2.48%,10.39,36.73
2023-04-20T10,20.95%,23.85%,56.95%,0.00%,-1.76%,10.17,35.77
2023-04-20T11,19.58%,29.22%,51.93%,0.00%,-0.72%,9.83,34.09
2023-04-20T12,19.29%,29.51%,48.55%,0.00%,2.64%,9.72,33.67
2023-04-20T13,19.69%,27.99%,47.86%,0.00%,4.45%,9.82,34.16
2023-04-20T14,18.71%,27.55%,47.14%,0.00%,6.60%,9.38,32.55
2023-04-20T15,17.98%,29.45%,46.04%,0.00%,6.53%,9.15,31.56
2023-04-20T16,17.78%,29.73%,44.58%,0.00%,7.92%,9.08,31.26
2023-04-20T17,18.07%,29.92%,43.10%,0.00%,8.91%,9.22,31.76
2023-04-20T18,17.80%,30.95%,41.17%,0.00%,10.09%,9.15,31.42
2023-04-20T19,16.55%,31.51%,39.55%,0.00%,12.40%,8.64,29.48
2023-04-20T20,16.93%,30.60%,38.47%,0.00%,13.99%,8.76,29.99
2023-04-20T21,17.76%,29.90%,37.03%,0.00%,15.31%,9.08,31.25
2023-04-20T22,17.78%,30.21%,36.03%,0.00%,15.98%,9.10,31.32
2023-04-20T23,18.49%,29.95%,36.35%,0.00%,15.21%,9.40,32.43
2023-04-21T00,19.14%,30.56%,37.35%,0.00%,12.96%,9.71,33.52
2023-04-21T01,19.37%,31.18%,37.89%,0.00%,11.57%,9.83,33.94
2023-04-21T02,19.43%,32.08%,39.75%,0.00%,8.74%,9.90,34.13
2023-04-21T03,19.52%,33.07%,42.54%,0.00%,4.87%,9.99,34.37
2023-04-21T04,19.22%,30.96%,46.11%,0.00%,3.70%,9.76,33.69
2023-04-21T05,18.76%,29.29%,50.09%,0.00%,1.85%,9.48,32.80
2023-04-21T06,19.32%,30.07%,51.85%,0.00%,-1.24%,9.76,33.77
2023-04-21T07,20.19%,27.72%,54.38%,0.00%,-2.29%,10.02,34.92
2023-04-21T08,19.88%,26.38%,55.95%,0.00%,-2.21%,9.83,34.30
2023-04-21T09,19.25%,27.26%,55.97%,0.00%,-2.48%,9.60,33.38
2023-04-21T10,18.59%,29.20%,54.12%,0.00%,-1.92%,9.41,32.52
2023-04-21T11,17.88%,32.40%,51.08%,0.00%,-1.36%,9.25,31.69
2023-04-21T12,17.24%,33.06%,49.26%,0.00%,0.44%,9.01,30.74
2023-04-21T13,16.66%,31.84%,48.09%,0.00%,3.40%,8.70,29.69
2023-04-21T14,16.43%,29.83%,47.53%,0.00%,6.21%,8.50,29.13
2023-04-21T15,16.04%,29.99%,46.39%,0.00%,7.58%,8.34,28.52
2023-04-21T16,15.68%,30.27%,44.37%,0.00%,9.68%,8.20,27.96
2023-04-21T17,13.93%,29.55%,45.99%,0.00%,10.53%,7.41,25.11
2023-04-21T18,15.84%,28.82%,42.81%,0.00%,12.53%,8.20,28.09
2023-04-21T19,15.48%,28.05%,41.99%,0.00%,14.48%,8.01,27.43
2023-04-21T20,15.59%,29.70%,40.56%,0.00%,14.15%,8.14,27.78
2023-04-21T21,16.22%,30.03%,39.49%,0.00%,14.26%,8.42,28.80
2023-04-21T22,16.61%,29.17%,39.51%,0.00%,14.71%,8.55,29.36
2023-04-21T23,16.86%,28.36%,40.23%,0.00%,14.54%,8.62,29.68
2023-04-22T00,17.12%,28.85%,40.84%,0.00%,13.18%,8.76,30.14
2023-04-22T01,17.19%,30.17%,40.88%,0.00%,11.76%,8.85,30.37
2023-04-22T02,17.83%,30.61%,42.52%,0.00%,9.04%,9.15,31.44
2023-04-22T03,18.68%,32.23%,44.26%,0.00%,4.83%,9.59,32.95
2023-04-22T04,19.85%,32.21%,45.42%,0.00%,2.53%,10.09,34.81
2023-04-22T05,21.37%,34.08%,47.16%,0.00%,-2.61%,10.84,37.43
2023-04-22T06,21.36%,35.79%,49.29%,0.00%,-6.44%,10.91,37.57
2023-04-22T07,22.21%,33.60%,51.33%,0.00%,-7.14%,11.18,38.72
2023-04-22T08,22.51%,32.29%,51.96%,0.00%,-6.75%,11.24,39.07
2023-04-22T09,22.69%,31.99%,52.29%,0.00%,-6.96%,11.31,39.33
2023-04-22T10,22.51%,32.27%,52.02%,0.00%,-6.80%,11.24,39.07
2023-04-22T11,21.55%,34.20%,49.76%,0.00%,-5.51%,10.92,37.73
2023-04-22T12,20.65%,35.48%,47.81%,0.00%,-3.94%,10.59,36.41
2023-04-22T13,19.66%,32.02%,45.42%,0.00%,2.91%,10.00,34.49
2023-04-22T14,19.34%,30.45%,43.20%,0.00%,7.01%,9.79,33.84
2023-04-22T15,19.33%,28.91%,42.64%,0.00%,9.12%,9.71,33.66
2023-04-22T16,19.19%,27.62%,42.77%,0.00%,10.42%,9.59,33.32
2023-04-22T17,18.53%,28.63%,42.28%,0.00%,10.56%,9.35,32.36
2023-04-22T18,18.50%,28.63%,42.53%,0.00%,10.33%,9.34,32.32
2023-04-22T19,18.28%,29.06%,42.32%,0.00%,10.33%,9.26,32.00
2023-04-22T20,18.36%,29.63%,41.80%,0.00%,10.20%,9.33,32.19
2023-04-22T21,19.46%,29.26%,41.57%,0.00%,9.70%,9.78,33.91
2023-04-22T22,19.38%,27.95%,41.05%,0.00%,11.63%,9.68,33.64
2023-04-22T23,19.16%,28.55%,40.32%,0.00%,11.98%,9.62,33.35
2023-04-23T00,19.55%,29.30%,40.77%,0.00%,10.39%,9.82,34.05
2023-04-23T01,19.23%,32.00%,39.80%,0.00%,8.98%,9.81,33.80
2023-04-23T02,20.30%,30.53%,41.10%,0.00%,8.07%,10.20,35.37
2023-04-23T03,20.29%,30.58%,42.41%,0.00%,6.72%,10.20,35.35
2023-04-23T04,20.65%,30.29%,44.85%,0.00%,4.21%,10.34,35.91
2023-04-23T05,20.34%,29.46%,46.89%,0.00%,3.32%,10.17,35.33
2023-04-23T06,21.04%,30.68%,48.40%,0.00%,-0.12%,10.53,36.57
2023-04-23T07,21.33%,29.79%,49.23%,0.00%,-0.34%,10.61,36.94
2023-04-23T08,21.47%,28.85%,49.56%,0.00%,0.12%,10.63,37.08
2023-04-23T09,21.24%,29.60%,49.01%,0.00%,0.15%,10.57,36.79
2023-04-23T10,20.94%,31.08%,48.34%,0.00%,-0.37%,10.51,36.45
2023-04-23T11,20.26%,32.71%,46.54%,0.00%,0.48%,10.29,35.53
2023-04-23T12,19.17%,33.39%,44.09%,0.00%,3.35%,9.86,33.85
2023-04-23T13,18.43%,33.71%,42.31%,0.00%,5.55%,9.55,32.70
2023-04-23T14,17.96%,34.70%,41.35%,0.00%,5.99%,9.40,32.04
2023-04-23T15,17.91%,32.52%,41.17%,0.00%,8.41%,9.27,31.75
2023-04-23T16,18.17%,32.38%,41.82%,0.00%,7.63%,9.38,32.15
2023-04-23T17,18.31%,32.05%,42.07%,0.00%,7.57%,9.42,32.35
2023-04-23T18,18.31%,34.29%,42.15%,0.00%,5.25%,9.53,32.56
2023-04-23T19,18.55%,34.49%,42.90%,0.00%,4.06%,9.64,32.97
2023-04-23T20,18.85%,32.94%,43.64%,0.00%,4.58%,9.70,33.29
2023-04-23T21,18.77%,33.59%,43.39%,0.00%,4.25%,9.69,33.22
2023-04-23T22,19.18%,33.10%,42.88%,0.00%,4.84%,9.85,33.84
2023-04-23T23,19.20%,33.30%,41.96%,0.00%,5.54%,9.86,33.89
2023-04-24T00,18.94%,33.30%,41.32%,0.00%,6.44%,9.75,33.46
2023-04-24T01,19.48%,33.15%,39.22%,0.00%,8.14%,9.98,34.32
2023-04-24T02,19.67%,32.71%,38.42%,0.00%,9.20%,10.04,34.57
2023-04-24T03,19.98%,33.66%,39.74%,0.00%,6.62%,10.22,35.17
2023-04-24T04,19.56%,33.30%,42.45%,0.00%,4.69%,10.02,34.47
2023-04-24T05,19.56%,32.25%,45.00%,0.00%,3.20%,9.97,34.36
2023-04-24T06,19.84%,31.80%,45.61%,0.00%,2.76%,10.07,34.76
2023-04-24T07,19.86%,31.92%,45.66%,0.00%,2.57%,10.08,34.80
2023-04-24T08,19.94%,31.05%,45.77%,0.00%,3.24%,10.08,34.85
2023-04-24T09,20.29%,31.26%,45.12%,0.00%,3.33%,10.24,35.43
2023-04-24T10,19.74%,33.50%,41.82%,0.00%,4.94%,10.11,34.77
2023-04-24T11,20.19%,31.44%,37.27%,0.00%,11.10%,10.20,35.29
2023-04-24T12,19.80%,28.73%,34.67%,0.00%,16.80%,9.90,34.40
2023-04-24T13,19.82%,27.14%,34.52%,0.00%,18.52%,9.84,34.27
2023-04-24T14,20.02%,26.42%,35.63%,0.00%,17.94%,9.89,34.53
2023-04-24T15,20.16%,26.27%,36.62%,0.00%,16.95%,9.94,34.74
2023-04-24T16,20.99%,26.78%,37.92%,0.00%,14.30%,10.32,36.11
2023-04-24T17,21.43%,27.14%,38.83%,0.00%,12.60%,10.53,36.85
2023-04-24T18,21.94%,27.97%,39.70%,0.00%,10.39%,10.79,37.74
2023-04-24T19,22.23%,27.46%,40.37%,0.00%,9.94%,10.89,38.15
2023-04-24T20,22.83%,26.82%,41.26%,0.00%,9.10%,11.12,39.04
2023-04-24T21,22.69%,27.17%,41.06%,0.00%,9.09%,11.07,38.86
2023-04-24T22,22.52%,27.73%,40.69%,0.00%,9.05%,11.03,38.65
2023-04-24T23,22.26%,28.11%,40.11%,0.00%,9.52%,10.93,38.27
2023-04-25T00,22.16%,30.49%,39.92%,0.00%,7.43%,11.00,38.34
2023-04-25T01,22.98%,30.31%,38.41%,0.00%,8.30%,11.35,39.62
2023-04-25T02,23.44%,27.65%,38.47%,0.00%,10.44%,11.42,40.11
2023-04-25T03,23.98%,27.47%,40.03%,0.00%,8.51%,11.64,40.95
