period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-09-20T12,12.06%,46.75%,34.97%,0.25%,5.96%,21.26,13.38
2023-09-20T13,12.26%,46.21%,34.58%,0.25%,6.70%,21.39,13.47
2023-09-20T14,13.01%,45.99%,34.28%,0.25%,6.47%,22.18,14.00
2023-09-20T15,13.14%,45.88%,33.24%,0.24%,7.50%,22.30,14.07
2023-09-20T16,13.12%,46.53%,32.73%,0.25%,7.36%,22.40,14.13
2023-09-20T17,13.39%,47.42%,31.67%,0.23%,7.29%,22.80,14.37
2023-09-20T18,13.07%,46.42%,31.47%,0.22%,8.82%,22.27,14.04
2023-09-20T19,12.92%,46.72%,30.70%,0.22%,9.43%,22.15,13.95
2023-09-20T20,13.01%,46.50%,30.27%,0.22%,10.00%,22.21,14.00
2023-09-20T21,13.40%,47.33%,29.74%,0.21%,9.32%,22.76,14.34
2023-09-20T22,14.37%,48.41%,29.80%,0.21%,7.20%,24.01,15.15
2023-09-20T23,14.51%,48.49%,30.17%,0.22%,6.62%,24.18,15.26
2023-09-21T00,14.51%,48.99%,30.69%,0.22%,5.59%,24.27,15.32
2023-09-21T01,14.05%,49.66%,32.42%,0.23%,3.64%,23.89,15.06
2023-09-21T02,13.69%,49.10%,33.94%,0.24%,3.03%,23.42,14.76
2023-09-21T03,13.47%,48.00%,35.43%,0.25%,2.84%,23.03,14.53
2023-09-21T04,11.65%,43.47%,38.24%,0.27%,6.37%,20.32,12.82
2023-09-21T05,12.23%,45.65%,38.56%,0.28%,3.29%,21.31,13.44
2023-09-21T06,11.94%,44.82%,39.70%,0.29%,3.25%,20.88,13.17
2023-09-21T07,11.54%,44.94%,40.14%,0.29%,3.09%,20.46,12.89
2023-09-21T08,11.50%,44.92%,40.12%,0.29%,3.16%,20.42,12.87
2023-09-21T09,11.52%,45.37%,39.52%,0.29%,3.30%,20.50,12.92
2023-09-21T10,12.06%,46.28%,37.96%,0.28%,3.42%,21.23,13.38
2023-09-21T11,12.52%,47.36%,36.12%,0.26%,3.74%,21.88,13.78
2023-09-21T12,12.40%,47.37%,35.11%,0.25%,4.86%,21.73,13.68
2023-09-21T13,12.39%,46.45%,34.79%,0.25%,6.12%,21.57,13.59
2023-09-21T14,12.57%,45.56%,34.53%,0.25%,7.09%,21.63,13.64
2023-09-21T15,12.54%,45.51%,33.77%,0.25%,7.94%,21.57,13.60
2023-09-21T16,12.46%,46.00%,32.74%,0.24%,8.56%,21.55,13.58
2023-09-21T17,12.44%,45.59%,31.76%,0.23%,9.98%,21.45,13.52
2023-09-21T18,12.82%,44.99%,31.28%,0.23%,10.68%,21.77,13.74
2023-09-21T19,13.08%,45.93%,30.66%,0.22%,10.10%,22.21,14.00
2023-09-21T20,13.64%,46.22%,29.97%,0.22%,9.95%,22.86,14.43
2023-09-21T21,13.59%,46.71%,29.95%,0.21%,9.54%,22.88,14.43
2023-09-21T22,14.03%,47.28%,30.64%,0.22%,7.83%,23.46,14.81
2023-09-21T23,13.78%,47.82%,30.75%,0.22%,7.43%,23.27,14.67
2023-09-22T00,14.18%,48.08%,31.02%,0.22%,6.50%,23.76,14.99
2023-09-22T01,14.54%,48.49%,32.22%,0.23%,4.52%,24.25,15.31
2023-09-22T02,14.80%,46.97%,34.10%,0.24%,3.89%,24.32,15.39
2023-09-22T03,14.15%,45.86%,35.74%,0.26%,3.99%,23.45,14.84
2023-09-22T04,12.81%,46.39%,37.46%,0.27%,3.08%,22.06,13.92
2023-09-22T05,12.25%,45.12%,38.17%,0.28%,4.17%,21.27,13.42
2023-09-22T06,11.29%,45.43%,38.45%,0.28%,4.55%,20.24,12.74
2023-09-22T07,11.26%,44.74%,38.97%,0.29%,4.74%,20.10,12.66
2023-09-22T08,11.17%,44.48%,38.90%,0.29%,5.16%,19.98,12.58
2023-09-22T09,11.00%,45.37%,38.12%,0.28%,5.23%,19.91,12.53
2023-09-22T10,11.54%,46.69%,36.01%,0.27%,5.49%,20.70,13.02
2023-09-22T11,12.04%,47.25%,34.76%,0.26%,5.69%,21.32,13.41
2023-09-22T12,11.97%,47.06%,34.38%,0.25%,6.34%,21.21,13.34
2023-09-22T13,12.64%,46.36%,34.16%,0.25%,6.59%,21.84,13.77
2023-09-22T14,12.12%,46.87%,33.55%,0.25%,7.22%,21.33,13.42
2023-09-22T15,12.11%,46.32%,33.11%,0.24%,8.21%,21.23,13.37
2023-09-22T16,12.03%,45.56%,32.42%,0.24%,9.76%,21.00,13.22
2023-09-22T17,12.85%,46.37%,31.64%,0.23%,8.91%,22.03,13.89
2023-09-22T18,12.81%,46.86%,31.38%,0.27%,8.68%,22.14,13.97
2023-09-22T19,12.57%,47.07%,31.42%,0.39%,8.55%,22.12,14.00
2023-09-22T20,12.59%,46.99%,31.20%,0.46%,8.76%,22.26,14.12
2023-09-22T21,13.10%,46.52%,31.49%,0.46%,8.43%,22.76,14.45
2023-09-22T22,12.80%,46.83%,31.88%,0.37%,8.11%,22.31,14.12
2023-09-22T23,12.83%,47.52%,32.45%,0.42%,6.78%,22.54,14.27
2023-09-23T00,12.65%,46.79%,33.11%,0.31%,7.14%,22.02,13.90
2023-09-23T01,12.17%,46.07%,34.43%,0.24%,7.10%,21.24,13.37
2023-09-23T02,11.85%,45.36%,35.84%,0.25%,6.69%,20.81,13.11
2023-09-23T03,11.50%,45.29%,36.52%,0.26%,6.43%,20.41,12.85
2023-09-23T04,13.38%,45.23%,37.14%,0.27%,3.98%,22.51,14.24
2023-09-23T05,11.03%,42.34%,39.75%,0.30%,6.58%,19.50,12.30
2023-09-23T06,11.17%,40.59%,41.16%,0.30%,6.77%,19.39,12.26
2023-09-23T07,10.99%,40.44%,41.45%,0.31%,6.81%,19.17,12.13
2023-09-23T08,10.66%,40.96%,41.66%,0.31%,6.40%,18.90,11.94
2023-09-23T09,10.79%,41.39%,41.66%,0.32%,5.84%,19.11,12.07
2023-09-23T10,10.57%,42.55%,41.15%,0.30%,5.43%,19.03,11.99
2023-09-23T11,10.24%,43.34%,40.64%,0.30%,5.48%,18.78,11.82
2023-09-23T12,10.05%,43.82%,39.78%,0.29%,6.06%,18.63,11.71
2023-09-23T13,10.82%,45.47%,37.80%,0.27%,5.64%,19.71,12.39
2023-09-23T14,11.19%,45.99%,36.69%,0.27%,5.85%,20.20,12.70
2023-09-23T15,11.22%,45.44%,35.89%,0.26%,7.19%,20.13,12.66
2023-09-23T16,11.60%,45.28%,35.15%,0.25%,7.71%,20.51,12.91
2023-09-23T17,11.45%,44.83%,34.90%,0.25%,8.57%,20.27,12.76
2023-09-23T18,11.16%,43.97%,35.15%,0.26%,9.47%,19.83,12.48
2023-09-23T19,11.10%,43.50%,34.73%,0.30%,10.37%,19.76,12.46
2023-09-23T20,10.98%,43.49%,34.58%,0.51%,10.43%,20.01,12.71
2023-09-23T21,11.00%,43.61%,34.43%,0.51%,10.46%,20.04,12.73
2023-09-23T22,11.58%,43.42%,34.71%,0.51%,9.79%,20.66,13.14
2023-09-23T23,12.18%,43.21%,34.79%,0.50%,9.31%,21.30,13.56
2023-09-24T00,11.28%,43.06%,35.04%,0.46%,10.15%,20.19,12.82
2023-09-24T01,11.22%,42.60%,35.54%,0.25%,10.40%,19.65,12.38
2023-09-24T02,10.60%,42.89%,36.99%,0.26%,9.25%,19.04,11.98
2023-09-24T03,10.33%,42.13%,37.89%,0.27%,9.38%,18.63,11.73
2023-09-24T04,10.72%,43.66%,38.68%,0.29%,6.66%,19.34,12.18
2023-09-24T05,10.24%,39.26%,41.11%,0.29%,9.10%,18.11,11.44
2023-09-24T06,10.24%,39.29%,40.99%,0.29%,9.19%,18.12,11.45
2023-09-24T07,10.40%,39.53%,41.36%,0.30%,8.41%,18.35,11.59
2023-09-24T08,10.40%,40.43%,41.70%,0.30%,7.17%,18.50,11.68
2023-09-24T09,10.43%,40.98%,41.84%,0.30%,6.44%,18.62,11.75
2023-09-24T10,10.46%,41.32%,41.51%,0.30%,6.41%,18.70,11.80
2023-09-24T11,10.89%,41.59%,41.05%,0.30%,6.17%,19.22,12.14
2023-09-24T12,10.57%,40.80%,40.24%,0.29%,8.10%,18.74,11.83
2023-09-24T13,10.23%,41.84%,39.31%,0.28%,8.34%,18.50,11.65
2023-09-24T14,10.39%,43.78%,37.74%,0.27%,7.82%,18.96,11.92
2023-09-24T15,10.23%,44.58%,37.20%,0.27%,7.71%,18.91,11.87
2023-09-24T16,11.30%,44.68%,36.11%,0.26%,7.65%,20.09,12.64
2023-09-24T17,11.22%,45.14%,35.61%,0.25%,7.78%,20.07,12.62
2023-09-24T18,11.28%,45.41%,35.66%,0.26%,7.38%,20.19,12.70
2023-09-24T19,11.20%,45.81%,35.36%,0.30%,7.32%,20.24,12.75
2023-09-24T20,11.11%,45.40%,35.03%,0.51%,7.94%,20.47,12.98
2023-09-24T21,11.11%,45.40%,34.58%,0.47%,8.44%,20.38,12.91
2023-09-24T22,11.64%,45.22%,34.63%,0.43%,8.07%,20.88,13.22
2023-09-24T23,11.82%,45.23%,33.96%,0.49%,8.50%,21.19,13.45
2023-09-25T00,11.42%,45.45%,33.95%,0.42%,8.76%,20.64,13.06
2023-09-25T01,11.41%,45.52%,35.12%,0.25%,7.70%,20.33,12.78
2023-09-25T02,11.38%,46.58%,36.30%,0.26%,5.48%,20.48,12.87
2023-09-25T03,11.77%,46.75%,37.16%,0.27%,4.05%,20.96,13.19
2023-09-25T04,10.03%,40.96%,40.01%,0.29%,8.72%,18.15,11.44
2023-09-25T05,10.41%,47.16%,39.05%,0.28%,3.10%,19.53,12.25
2023-09-25T06,10.34%,46.54%,39.29%,0.28%,3.55%,19.36,12.15
2023-09-25T07,10.42%,46.63%,39.69%,0.29%,2.97%,19.48,12.22
2023-09-25T08,10.32%,46.79%,39.69%,0.29%,2.91%,19.39,12.17
2023-09-25T09,11.61%,46.35%,38.43%,0.28%,3.33%,20.74,13.06
2023-09-25T10,11.91%,47.42%,36.33%,0.27%,4.07%,21.22,13.35
2023-09-25T11,12.08%,47.87%,35.02%,0.26%,4.77%,21.47,13.50
2023-09-25T12,12.11%,47.82%,34.02%,0.25%,5.81%,21.47,13.50
2023-09-25T13,12.70%,48.33%,33.53%,0.24%,5.20%,22.20,13.97
2023-09-25T14,12.83%,48.43%,32.90%,0.24%,5.60%,22.35,14.07
2023-09-25T15,12.72%,48.80%,32.20%,0.24%,6.05%,22.28,14.02
2023-09-25T16,12.26%,48.61%,31.79%,0.23%,7.11%,21.72,13.65
2023-09-25T17,11.93%,48.25%,31.57%,0.23%,8.02%,21.30,13.37
2023-09-25T18,12.39%,48.64%,31.25%,0.23%,7.49%,21.88,13.75
2023-09-25T19,12.38%,49.23%,30.93%,0.28%,7.18%,22.04,13.86
2023-09-25T20,12.35%,49.01%,31.04%,0.46%,7.14%,22.31,14.12
2023-09-25T21,12.41%,48.72%,30.99%,0.45%,7.43%,22.32,14.13
2023-09-25T22,12.55%,49.11%,30.80%,0.45%,7.09%,22.53,14.26
2023-09-25T23,12.63%,49.51%,30.79%,0.45%,6.62%,22.68,14.35
2023-09-26T00,12.93%,49.01%,31.39%,0.46%,6.21%,22.96,14.55
2023-09-26T01,13.24%,48.08%,32.73%,0.23%,5.72%,22.73,14.32
2023-09-26T02,13.59%,47.08%,34.14%,0.24%,4.95%,22.99,14.51
2023-09-26T03,13.80%,45.69%,35.52%,0.25%,4.73%,23.02,14.56
2023-09-26T04,11.77%,45.66%,38.69%,0.28%,3.61%,20.79,13.10
2023-09-26T05,10.82%,44.95%,38.50%,0.27%,5.47%,19.62,12.33
2023-09-26T06,10.06%,46.09%,38.29%,0.27%,5.29%,18.96,11.88
2023-09-26T07,9.91%,45.67%,39.13%,0.27%,5.01%,18.73,11.74
2023-09-26T08,9.82%,46.43%,38.99%,0.28%,4.49%,18.75,11.74
2023-09-26T09,10.56%,46.18%,38.58%,0.28%,4.40%,19.54,12.27
2023-09-26T10,11.57%,47.44%,36.44%,0.26%,4.29%,20.83,13.09
2023-09-26T11,11.71%,48.90%,34.83%,0.25%,4.31%,21.20,13.31
2023-09-26T12,12.02%,48.70%,34.45%,0.25%,4.58%,21.51,13.51
2023-09-26T13,12.41%,48.79%,34.06%,0.24%,4.50%,21.95,13.80
2023-09-26T14,12.28%,49.01%,33.25%,0.24%,5.22%,21.83,13.72
2023-09-26T15,12.02%,48.97%,32.92%,0.24%,5.85%,21.53,13.52
2023-09-26T16,11.78%,49.13%,32.26%,0.24%,6.60%,21.28,13.35
2023-09-26T17,11.54%,48.80%,32.06%,0.23%,7.36%,20.96,13.15
2023-09-26T18,11.91%,48.65%,31.91%,0.24%,7.29%,21.36,13.41
2023-09-26T19,12.20%,48.87%,31.51%,0.28%,7.14%,21.79,13.71
2023-09-26T20,12.14%,48.94%,31.12%,0.46%,7.33%,22.07,13.96
2023-09-26T21,11.89%,48.57%,31.30%,0.46%,7.78%,21.72,13.74
2023-09-26T22,11.97%,48.66%,31.23%,0.45%,7.69%,21.83,13.80
2023-09-26T23,11.87%,49.17%,31.26%,0.46%,7.25%,21.80,13.78
2023-09-27T00,12.11%,49.06%,31.87%,0.47%,6.49%,22.07,13.96
2023-09-27T01,12.15%,48.28%,32.99%,0.28%,6.30%,21.65,13.62
2023-09-27T02,12.25%,46.89%,34.87%,0.25%,5.75%,21.48,13.52
2023-09-27T03,12.28%,45.38%,36.18%,0.26%,5.90%,21.29,13.42
2023-09-27T04,12.42%,44.55%,37.42%,0.26%,5.34%,21.33,13.47
2023-09-27T05,10.75%,44.97%,38.92%,0.27%,5.09%,19.55,12.29
2023-09-27T06,10.42%,45.49%,39.06%,0.28%,4.75%,19.27,12.10
2023-09-27T07,9.83%,45.01%,39.79%,0.28%,5.10%,18.55,11.63
2023-09-27T08,9.87%,45.23%,39.90%,0.28%,4.71%,18.63,11.69
2023-09-27T09,10.59%,45.48%,39.40%,0.27%,4.24%,19.46,12.23
2023-09-27T10,10.93%,46.56%,37.62%,0.26%,4.64%,19.98,12.54
2023-09-27T11,11.88%,47.49%,36.35%,0.25%,4.04%,21.16,13.30
2023-09-27T12,12.31%,47.79%,35.54%,0.28%,4.08%,21.75,13.70
2023-09-27T13,12.49%,46.73%,35.77%,0.24%,4.78%,21.70,13.66
2023-09-27T14,11.97%,46.77%,35.38%,0.26%,5.63%,21.16,13.32
2023-09-27T15,11.69%,46.22%,35.29%,0.36%,6.44%,20.96,13.23
2023-09-27T16,11.55%,46.09%,34.81%,0.35%,7.19%,20.77,13.11
2023-09-27T17,11.96%,46.18%,34.43%,0.35%,7.08%,21.22,13.40
2023-09-27T18,11.91%,46.72%,34.32%,0.34%,6.70%,21.25,13.41
2023-09-27T19,11.80%,47.17%,34.07%,0.34%,6.61%,21.20,13.37
2023-09-27T20,11.70%,46.21%,33.76%,0.43%,7.89%,21.11,13.36
2023-09-27T21,11.57%,46.96%,33.23%,0.34%,7.89%,20.90,13.18
2023-09-27T22,11.44%,47.26%,33.20%,0.34%,7.76%,20.81,13.11
2023-09-27T23,11.37%,48.05%,32.86%,0.33%,7.38%,20.84,13.12
2023-09-28T00,11.76%,48.49%,32.89%,0.33%,6.54%,21.34,13.44
2023-09-28T01,11.92%,47.57%,34.48%,0.23%,5.80%,21.18,13.31
2023-09-28T02,11.76%,46.87%,36.27%,0.24%,4.87%,20.91,13.15
2023-09-28T03,12.15%,45.55%,37.33%,0.25%,4.72%,21.15,13.33
2023-09-28T04,11.67%,43.80%,38.23%,0.31%,6.00%,20.45,12.92
2023-09-28T05,10.90%,44.28%,40.68%,0.27%,3.87%,19.61,12.34
2023-09-28T06,10.05%,45.77%,40.52%,0.28%,3.38%,18.91,11.86
2023-09-28T07,9.96%,45.28%,40.98%,0.28%,3.49%,18.74,11.75
2023-09-28T08,10.05%,45.16%,41.19%,0.28%,3.32%,18.82,11.81
2023-09-28T09,10.48%,45.47%,40.26%,0.28%,3.51%,19.34,12.14
2023-09-28T10,11.22%,46.11%,38.40%,0.26%,4.01%,20.24,12.72
2023-09-28T11,11.55%,47.83%,36.41%,0.27%,3.94%,20.89,13.13
2023-09-28T12,12.01%,47.04%,35.82%,0.51%,4.62%,21.72,13.78
2023-09-28T13,11.81%,47.03%,35.44%,0.50%,5.23%,21.47,13.61
2023-09-28T14,11.18%,47.62%,34.80%,0.51%,5.89%,20.89,13.23
2023-09-28T15,11.36%,47.63%,34.35%,0.56%,6.11%,21.16,13.42
2023-09-28T16,11.78%,47.62%,34.01%,0.54%,6.05%,21.62,13.72
2023-09-28T17,11.96%,47.72%,33.85%,0.40%,6.07%,21.56,13.62
2023-09-28T18,12.17%,47.77%,33.67%,0.38%,6.01%,21.76,13.74
2023-09-28T19,12.28%,47.70%,33.74%,0.40%,5.88%,21.91,13.85
2023-09-28T20,12.45%,46.55%,33.57%,0.39%,7.03%,21.92,13.87
2023-09-28T21,12.27%,45.86%,33.50%,0.34%,8.02%,21.52,13.60
2023-09-28T22,12.27%,46.19%,33.42%,0.34%,7.78%,21.56,13.62
2023-09-28T23,12.45%,46.79%,33.25%,0.34%,7.17%,21.85,13.81
2023-09-29T00,12.62%,46.65%,33.16%,0.34%,7.23%,22.02,13.92
2023-09-29T01,12.96%,46.45%,34.78%,0.23%,5.59%,22.16,13.97
2023-09-29T02,13.48%,45.88%,36.25%,0.24%,4.16%,22.67,14.32
2023-09-29T03,13.61%,45.28%,37.21%,0.24%,3.66%,22.73,14.37
2023-09-29T04,11.51%,44.86%,39.24%,0.26%,4.12%,20.37,12.82
2023-09-29T05,12.04%,44.39%,39.93%,0.27%,3.37%,20.89,13.18
2023-09-29T06,11.35%,44.89%,40.10%,0.27%,3.40%,20.19,12.71
2023-09-29T07,10.88%,44.88%,40.76%,0.28%,3.19%,19.70,12.39
2023-09-29T08,10.54%,45.67%,40.63%,0.28%,2.88%,19.44,12.21
2023-09-29T09,11.05%,46.38%,39.36%,0.27%,2.94%,20.11,12.64
2023-09-29T10,12.35%,46.39%,37.60%,0.26%,3.40%,21.54,13.57
2023-09-29T11,13.13%,46.37%,36.91%,0.33%,3.26%,22.52,14.25
2023-09-29T12,13.16%,47.29%,35.72%,0.32%,3.51%,22.69,14.34
2023-09-29T13,13.39%,47.41%,34.79%,0.31%,4.11%,22.94,14.50
2023-09-29T14,12.44%,48.04%,34.75%,0.45%,4.33%,22.25,14.09
2023-09-29T15,12.27%,47.72%,34.34%,0.48%,5.18%,22.06,13.99
2023-09-29T16,12.39%,47.82%,33.74%,0.47%,5.58%,22.19,14.06
2023-09-29T17,12.46%,47.59%,32.60%,0.45%,6.90%,22.19,14.06
2023-09-29T18,12.25%,47.56%,32.52%,0.46%,7.22%,21.96,13.91
2023-09-29T19,12.44%,47.49%,32.75%,0.55%,6.78%,22.33,14.19
2023-09-29T20,12.48%,46.97%,32.70%,0.75%,7.11%,22.66,14.49
2023-09-29T21,12.52%,46.43%,32.70%,0.69%,7.65%,22.52,14.39
2023-09-29T22,12.43%,46.88%,33.26%,0.70%,6.72%,22.52,14.39
2023-09-29T23,12.58%,47.13%,33.28%,0.71%,6.30%,22.72,14.52
2023-09-30T00,12.81%,47.04%,33.83%,0.72%,5.59%,22.99,14.70
2023-09-30T01,12.60%,46.05%,35.33%,0.49%,5.54%,22.17,14.08
2023-09-30T02,12.64%,45.81%,36.56%,0.43%,4.56%,22.08,14.01
2023-09-30T03,12.73%,45.13%,37.23%,0.44%,4.47%,22.09,14.02
2023-09-30T04,12.90%,44.32%,38.90%,0.26%,3.63%,21.81,13.78
2023-09-30T05,12.24%,42.83%,39.99%,0.47%,4.47%,21.24,13.52
2023-09-30T06,12.17%,42.88%,40.15%,0.48%,4.32%,21.19,13.49
2023-09-30T07,12.15%,42.22%,40.70%,0.49%,4.44%,21.08,13.43
2023-09-30T08,11.55%,43.19%,40.60%,0.50%,4.16%,20.57,13.08
2023-09-30T09,11.57%,42.91%,40.90%,0.51%,4.11%,20.57,13.09
2023-09-30T10,12.43%,43.10%,40.06%,0.49%,3.92%,21.53,13.71
2023-09-30T11,12.96%,44.00%,38.81%,0.48%,3.75%,22.24,14.16
2023-09-30T12,13.11%,43.75%,38.31%,0.47%,4.36%,22.35,14.23
2023-09-30T13,13.16%,44.00%,37.20%,0.48%,5.17%,22.45,14.30
2023-09-30T14,12.80%,43.92%,36.72%,0.53%,6.03%,22.13,14.11
2023-09-30T15,13.18%,44.48%,35.69%,0.52%,6.13%,22.64,14.43
2023-09-30T16,13.47%,44.53%,35.23%,0.47%,6.29%,22.88,14.57
2023-09-30T17,13.90%,45.64%,34.26%,0.42%,5.77%,23.44,14.90
2023-09-30T18,14.00%,45.07%,33.78%,0.50%,6.65%,23.60,15.04
2023-09-30T19,13.63%,45.32%,33.02%,0.48%,7.54%,23.20,14.77
2023-09-30T20,13.82%,45.48%,32.48%,0.47%,7.75%,23.42,14.91
2023-09-30T21,13.89%,45.11%,32.02%,0.46%,8.52%,23.42,14.91
2023-09-30T22,14.57%,45.49%,32.30%,0.46%,7.17%,24.24,15.45
2023-09-30T23,14.71%,45.92%,32.34%,0.47%,6.57%,24.46,15.59
2023-10-01T00,14.18%,45.86%,33.21%,0.39%,6.35%,23.74,15.08
2023-10-01T01,13.55%,45.04%,34.89%,0.41%,6.11%,22.94,14.58
2023-10-01T02,13.64%,45.13%,36.06%,0.25%,4.92%,22.75,14.39
2023-10-01T03,13.47%,44.84%,37.08%,0.26%,4.36%,22.53,14.25
2023-10-01T04,12.47%,43.79%,38.86%,0.46%,4.42%,21.62,13.75
2023-10-01T05,13.14%,42.42%,39.88%,0.28%,4.28%,21.83,13.84
2023-10-01T06,12.21%,42.50%,40.98%,0.29%,4.01%,20.83,13.18
2023-10-01T07,12.39%,41.86%,41.80%,0.30%,3.66%,20.94,13.26
2023-10-01T08,12.39%,41.51%,42.49%,0.31%,3.31%,20.90,13.25
2023-10-01T09,12.36%,41.78%,42.60%,0.31%,2.95%,20.91,13.25
2023-10-01T10,12.26%,42.22%,42.22%,0.31%,3.00%,20.86,13.21
2023-10-01T11,12.14%,42.81%,41.56%,0.30%,3.19%,20.81,13.17
2023-10-01T12,12.06%,41.56%,40.53%,0.30%,5.55%,20.52,12.99
2023-10-01T13,11.75%,41.25%,38.99%,0.29%,7.73%,20.11,12.72
2023-10-01T14,12.33%,41.01%,38.19%,0.28%,8.20%,20.69,13.10
2023-10-01T15,12.52%,42.14%,37.08%,0.27%,8.00%,21.06,13.33
2023-10-01T16,13.03%,43.22%,35.39%,0.26%,8.10%,21.79,13.79
2023-10-01T17,13.78%,44.22%,34.12%,0.31%,7.57%,22.87,14.50
2023-10-01T18,14.22%,44.37%,33.07%,0.30%,8.04%,23.37,14.83
2023-10-01T19,13.71%,45.15%,31.86%,0.28%,9.00%,22.89,14.49
2023-10-01T20,13.56%,46.25%,30.70%,0.28%,9.22%,22.88,14.47
2023-10-01T21,13.83%,47.44%,29.95%,0.27%,8.52%,23.36,14.76
2023-10-01T22,14.20%,48.70%,30.03%,0.27%,6.80%,23.98,15.15
2023-10-01T23,14.04%,49.10%,30.04%,0.27%,6.56%,23.86,15.06
2023-10-02T00,14.58%,48.29%,30.86%,0.28%,6.00%,24.35,15.40
2023-10-02T01,15.22%,47.18%,32.95%,0.30%,4.35%,24.93,15.81
2023-10-02T02,15.53%,45.79%,34.68%,0.32%,3.68%,25.09,15.94
2023-10-02T03,15.54%,44.05%,36.03%,0.26%,4.11%,24.72,15.70
2023-10-02T04,13.48%,42.78%,39.15%,0.28%,4.31%,22.26,14.11
2023-10-02T05,12.34%,44.23%,39.35%,0.28%,3.80%,21.22,13.41
2023-10-02T06,12.06%,44.41%,39.89%,0.29%,3.35%,20.95,13.22
2023-10-02T07,12.36%,43.79%,40.42%,0.29%,3.14%,21.19,13.40
2023-10-02T08,12.66%,43.46%,40.42%,0.30%,3.17%,21.48,13.59
2023-10-02T09,12.89%,44.33%,39.15%,0.32%,3.31%,21.91,13.87
2023-10-02T10,13.70%,45.60%,36.93%,0.36%,3.41%,23.10,14.65
2023-10-02T11,14.68%,46.12%,35.66%,0.32%,3.21%,24.20,15.35
2023-10-02T12,14.01%,45.94%,34.97%,0.31%,4.77%,23.41,14.83
2023-10-02T13,13.45%,45.79%,34.02%,0.33%,6.40%,22.79,14.44
2023-10-02T14,13.57%,46.02%,32.79%,0.40%,7.23%,23.09,14.66
2023-10-02T15,13.75%,46.78%,31.55%,0.46%,7.46%,23.52,14.95
2023-10-02T16,14.30%,47.13%,30.49%,0.46%,7.62%,24.18,15.38
2023-10-02T17,14.65%,46.87%,29.60%,0.42%,8.46%,24.45,15.55
2023-10-02T18,14.86%,47.38%,28.66%,0.42%,8.68%,24.77,15.75
2023-10-02T19,14.66%,47.32%,27.91%,0.41%,9.71%,24.52,15.58
2023-10-02T20,14.66%,48.34%,27.44%,0.49%,9.07%,24.84,15.81
2023-10-02T21,14.99%,48.18%,27.69%,0.81%,8.33%,25.77,16.55
2023-10-02T22,15.13%,49.98%,27.65%,0.73%,6.52%,26.06,16.68
2023-10-02T23,15.34%,50.02%,28.10%,0.74%,5.80%,26.32,16.85
2023-10-03T00,15.52%,49.72%,28.95%,0.57%,5.23%,26.16,16.69
2023-10-03T01,15.55%,48.88%,30.66%,0.51%,4.40%,25.95,16.54
2023-10-03T02,16.02%,47.23%,32.67%,0.48%,3.59%,26.16,16.69
2023-10-03T03,15.33%,45.33%,34.81%,0.44%,4.09%,25.01,15.95
2023-10-03T04,14.31%,43.39%,37.86%,0.27%,4.17%,23.27,14.76
2023-10-03T05,13.44%,43.76%,38.06%,0.28%,4.46%,22.36,14.16
2023-10-03T06,12.88%,43.58%,39.00%,0.28%,4.26%,21.72,13.75
2023-10-03T07,12.99%,43.21%,39.64%,0.29%,3.87%,21.80,13.80
2023-10-03T08,12.95%,43.13%,40.02%,0.36%,3.54%,21.87,13.88
2023-10-03T09,12.68%,44.64%,38.95%,0.37%,3.36%,21.82,13.83
2023-10-03T10,13.84%,45.48%,36.66%,0.42%,3.61%,23.34,14.83
2023-10-03T11,14.90%,46.13%,35.30%,0.47%,3.19%,24.73,15.76
2023-10-03T12,14.94%,45.61%,34.36%,0.47%,4.63%,24.67,15.73
2023-10-03T13,14.43%,44.49%,34.02%,0.45%,6.62%,23.89,15.23
2023-10-03T14,14.08%,45.62%,32.92%,0.43%,6.95%,23.65,15.04
2023-10-03T15,14.20%,46.41%,31.94%,0.41%,7.04%,23.87,15.17
2023-10-03T16,14.27%,46.04%,30.71%,0.39%,8.60%,23.85,15.15
2023-10-03T17,14.52%,46.68%,29.54%,0.37%,8.89%,24.20,15.37
2023-10-03T18,14.90%,47.12%,28.76%,0.34%,8.88%,24.64,15.64
2023-10-03T19,15.35%,46.42%,28.43%,0.38%,9.41%,25.11,15.97
2023-10-03T20,15.24%,46.82%,28.04%,0.36%,9.55%,24.99,15.88
2023-10-03T21,15.21%,48.10%,27.50%,0.60%,8.59%,25.62,16.37
2023-10-03T22,16.04%,48.69%,27.84%,0.99%,6.45%,27.35,17.65
2023-10-03T23,16.29%,48.60%,28.37%,0.81%,5.94%,27.28,17.54
2023-10-04T00,16.36%,47.93%,29.03%,0.60%,6.07%,26.88,17.20
2023-10-04T01,16.34%,45.24%,31.10%,0.39%,6.93%,26.03,16.60
2023-10-04T02,16.41%,44.51%,33.06%,0.42%,5.60%,26.04,16.63
2023-10-04T03,15.78%,42.66%,34.71%,0.37%,6.48%,24.97,15.93
2023-10-04T04,14.75%,43.52%,37.10%,0.27%,4.36%,23.78,15.10
2023-10-04T05,13.37%,42.04%,37.73%,0.41%,6.46%,22.25,14.16
2023-10-04T06,13.52%,41.22%,38.51%,0.41%,6.35%,22.30,14.21
