period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-01-01T00,14.35%,39.30%,37.89%,0.20%,8.25%,22.54,14.32
2023-01-01T01,14.04%,37.59%,38.69%,0.22%,9.46%,21.96,13.97
2023-01-01T02,13.98%,36.49%,39.71%,0.25%,9.56%,21.77,13.88
2023-01-01T03,14.18%,36.09%,40.78%,0.28%,8.68%,21.97,14.03
2023-01-01T04,14.52%,34.20%,41.60%,0.28%,9.40%,22.06,14.11
2023-01-01T05,16.34%,36.96%,42.25%,0.24%,4.22%,24.44,15.62
2023-01-01T06,14.42%,31.38%,43.04%,0.24%,10.92%,21.44,13.73
2023-01-01T07,14.78%,30.55%,44.06%,0.25%,10.36%,21.73,13.94
2023-01-01T08,14.89%,31.53%,44.22%,0.25%,9.12%,22.00,14.10
2023-01-01T09,14.83%,31.67%,44.74%,0.26%,8.51%,21.97,14.08
2023-01-01T10,14.57%,31.23%,45.23%,0.26%,8.71%,21.62,13.86
2023-01-01T11,14.62%,31.50%,45.20%,0.26%,8.42%,21.72,13.92
2023-01-01T12,14.39%,32.74%,44.46%,0.26%,8.17%,21.64,13.85
2023-01-01T13,14.31%,33.97%,43.67%,0.25%,7.81%,21.74,13.89
2023-01-01T14,14.28%,33.53%,43.68%,0.25%,8.26%,21.64,13.83
2023-01-01T15,14.19%,34.58%,43.31%,0.25%,7.67%,21.70,13.86
2023-01-01T16,14.02%,35.45%,42.93%,0.25%,7.35%,21.65,13.81
2023-01-01T17,13.90%,36.11%,42.52%,0.24%,7.24%,21.60,13.76
2023-01-01T18,13.82%,36.62%,42.36%,0.23%,6.98%,21.57,13.73
2023-01-01T19,13.86%,36.70%,42.26%,0.23%,6.95%,21.64,13.78
2023-01-01T20,13.77%,37.57%,42.18%,0.23%,6.25%,21.68,13.79
2023-01-01T21,13.40%,39.76%,40.93%,0.23%,5.69%,21.59,13.69
2023-01-01T22,12.78%,40.36%,38.93%,0.21%,7.72%,20.97,13.27
2023-01-01T23,12.78%,41.52%,38.22%,0.21%,7.28%,21.14,13.37
2023-01-02T00,12.77%,41.36%,38.46%,0.21%,7.20%,21.12,13.35
2023-01-02T01,12.91%,42.20%,38.64%,0.21%,6.03%,21.41,13.54
2023-01-02T02,13.23%,41.17%,39.80%,0.22%,5.58%,21.62,13.69
2023-01-02T03,13.52%,41.08%,40.74%,0.22%,4.43%,21.94,13.90
2023-01-02T04,13.99%,39.55%,42.11%,0.23%,4.13%,22.22,14.11
2023-01-02T05,14.76%,32.37%,42.50%,0.24%,10.14%,21.97,14.07
2023-01-02T06,14.43%,37.43%,43.91%,0.25%,3.98%,22.42,14.28
2023-01-02T07,14.08%,36.69%,44.51%,0.25%,4.47%,21.92,13.97
2023-01-02T08,14.13%,36.66%,44.61%,0.25%,4.36%,21.95,13.99
2023-01-02T09,14.10%,37.01%,44.08%,0.25%,4.56%,21.99,14.01
2023-01-02T10,13.84%,38.18%,43.13%,0.25%,4.60%,21.88,13.92
2023-01-02T11,13.34%,40.33%,41.53%,0.24%,4.56%,21.64,13.72
2023-01-02T12,13.10%,41.50%,40.40%,0.22%,4.78%,21.53,13.63
2023-01-02T13,13.55%,41.39%,39.94%,0.23%,4.89%,22.02,13.95
2023-01-02T14,13.32%,40.00%,40.04%,0.23%,6.42%,21.55,13.67
2023-01-02T15,12.92%,41.69%,38.81%,0.22%,6.36%,21.35,13.51
2023-01-02T16,12.85%,41.77%,39.12%,0.22%,6.03%,21.30,13.47
2023-01-02T17,13.21%,42.01%,39.20%,0.22%,5.37%,21.73,13.75
2023-01-02T18,13.59%,41.96%,39.32%,0.22%,4.90%,22.14,14.02
2023-01-02T19,13.73%,42.17%,39.31%,0.22%,4.58%,22.33,14.14
2023-01-02T20,13.84%,42.42%,39.36%,0.22%,4.17%,22.48,14.24
2023-01-02T21,13.51%,42.26%,38.94%,0.22%,5.07%,22.09,13.99
2023-01-02T22,13.32%,40.95%,36.78%,0.20%,8.75%,21.65,13.70
2023-01-02T23,13.35%,40.67%,36.49%,0.20%,9.30%,21.63,13.70
2023-01-03T00,13.04%,41.25%,36.57%,0.20%,8.94%,21.38,13.53
2023-01-03T01,13.70%,42.33%,37.50%,0.21%,6.26%,22.31,14.12
2023-01-03T02,13.73%,40.62%,38.79%,0.21%,6.65%,22.08,14.00
2023-01-03T03,13.26%,39.92%,40.08%,0.23%,6.52%,21.47,13.62
2023-01-03T04,13.21%,38.61%,40.78%,0.22%,7.18%,21.19,13.45
2023-01-03T05,14.43%,37.97%,43.36%,0.24%,4.00%,22.49,14.32
2023-01-03T06,14.07%,34.05%,43.49%,0.25%,8.14%,21.49,13.73
2023-01-03T07,14.05%,35.03%,43.44%,0.25%,7.23%,21.62,13.79
2023-01-03T08,14.09%,35.00%,43.48%,0.25%,7.18%,21.66,13.82
2023-01-03T09,14.25%,34.55%,43.69%,0.26%,7.25%,21.78,13.91
2023-01-03T10,13.76%,36.40%,42.37%,0.25%,7.23%,21.50,13.70
2023-01-03T11,12.94%,39.57%,39.62%,0.23%,7.63%,21.06,13.36
2023-01-03T12,13.01%,41.18%,37.53%,0.21%,8.07%,21.36,13.52
2023-01-03T13,13.54%,40.65%,37.08%,0.22%,8.52%,21.87,13.86
2023-01-03T14,13.83%,40.59%,36.58%,0.21%,8.78%,22.18,14.07
2023-01-03T15,13.58%,40.95%,36.31%,0.21%,8.95%,21.95,13.91
2023-01-03T16,13.84%,40.72%,36.22%,0.21%,9.01%,22.21,14.08
2023-01-03T17,13.69%,40.57%,36.56%,0.21%,8.98%,22.01,13.95
2023-01-03T18,13.22%,40.90%,36.42%,0.21%,9.25%,21.54,13.64
2023-01-03T19,13.09%,40.52%,36.58%,0.21%,9.60%,21.34,13.51
2023-01-03T20,13.00%,41.70%,36.85%,0.20%,8.26%,21.40,13.53
2023-01-03T21,12.90%,42.03%,36.50%,0.20%,8.36%,21.35,13.49
2023-01-03T22,12.95%,41.23%,35.09%,0.19%,10.55%,21.26,13.44
2023-01-03T23,12.90%,40.95%,34.95%,0.19%,11.01%,21.15,13.37
2023-01-04T00,12.49%,41.43%,35.25%,0.19%,10.64%,20.78,13.12
2023-01-04T01,11.82%,41.67%,36.19%,0.19%,10.13%,20.07,12.65
2023-01-04T02,11.59%,40.02%,37.31%,0.20%,10.88%,19.58,12.36
2023-01-04T03,11.97%,39.33%,38.44%,0.21%,10.04%,19.92,12.60
2023-01-04T04,12.33%,38.01%,39.70%,0.22%,9.75%,20.11,12.74
2023-01-04T05,13.70%,35.68%,42.51%,0.24%,7.87%,21.32,13.59
2023-01-04T06,13.61%,35.79%,41.41%,0.23%,8.96%,21.22,13.52
2023-01-04T07,13.90%,35.50%,42.40%,0.24%,7.95%,21.52,13.72
2023-01-04T08,13.89%,36.27%,42.71%,0.24%,6.89%,21.61,13.77
2023-01-04T09,13.48%,37.49%,42.09%,0.24%,6.70%,21.35,13.58
2023-01-04T10,13.57%,38.82%,41.56%,0.24%,5.82%,21.66,13.76
2023-01-04T11,12.78%,41.21%,39.46%,0.23%,6.33%,21.13,13.37
2023-01-04T12,13.39%,43.04%,37.31%,0.21%,6.04%,22.07,13.96
2023-01-04T13,13.53%,42.86%,37.26%,0.21%,6.13%,22.21,14.05
2023-01-04T14,13.56%,43.14%,36.83%,0.21%,6.26%,22.28,14.09
2023-01-04T15,13.88%,43.30%,36.63%,0.21%,5.98%,22.65,14.33
2023-01-04T16,14.02%,42.12%,36.79%,0.21%,6.87%,22.62,14.33
2023-01-04T17,13.65%,42.21%,36.20%,0.20%,7.73%,22.22,14.07
2023-01-04T18,13.62%,41.32%,36.58%,0.21%,8.28%,22.05,13.97
2023-01-04T19,12.84%,42.07%,36.16%,0.20%,8.73%,21.30,13.46
2023-01-04T20,12.78%,41.85%,36.49%,0.20%,8.69%,21.18,13.38
2023-01-04T21,12.68%,42.30%,36.29%,0.20%,8.53%,21.14,13.35
2023-01-04T22,12.02%,40.98%,35.11%,0.20%,11.70%,20.19,12.75
2023-01-04T23,13.35%,41.43%,34.45%,0.19%,10.57%,21.74,13.76
2023-01-05T00,13.33%,42.13%,34.98%,0.19%,9.38%,21.82,13.80
2023-01-05T01,13.71%,42.11%,35.93%,0.20%,8.06%,22.26,14.09
2023-01-05T02,13.34%,41.42%,37.24%,0.21%,7.78%,21.76,13.77
2023-01-05T03,12.58%,40.64%,38.15%,0.21%,8.42%,20.79,13.15
2023-01-05T04,11.88%,39.37%,40.19%,0.23%,8.33%,19.85,12.56
2023-01-05T05,12.90%,36.84%,40.59%,0.23%,9.44%,20.59,13.08
2023-01-05T06,11.87%,38.80%,41.62%,0.24%,7.47%,19.76,12.51
2023-01-05T07,11.57%,39.79%,41.94%,0.24%,6.46%,19.59,12.39
2023-01-05T08,11.88%,38.88%,42.25%,0.24%,6.74%,19.80,12.53
2023-01-05T09,11.85%,40.03%,41.58%,0.24%,6.31%,19.93,12.60
2023-01-05T10,12.06%,40.39%,41.31%,0.23%,6.01%,20.22,12.79
2023-01-05T11,12.38%,42.26%,38.53%,0.22%,6.62%,20.84,13.16
2023-01-05T12,12.07%,42.85%,36.21%,0.20%,8.67%,20.55,12.96
2023-01-05T13,12.22%,44.05%,35.74%,0.21%,7.77%,20.93,13.19
2023-01-05T14,12.58%,42.71%,36.16%,0.21%,8.34%,21.12,13.33
2023-01-05T15,12.71%,41.60%,36.40%,0.21%,9.08%,21.08,13.33
2023-01-05T16,12.89%,41.27%,36.72%,0.21%,8.91%,21.23,13.43
2023-01-05T17,12.88%,40.72%,36.59%,0.20%,9.61%,21.13,13.37
2023-01-05T18,13.32%,41.78%,35.10%,0.22%,9.57%,21.82,13.81
2023-01-05T19,13.30%,40.70%,35.18%,0.22%,10.60%,21.62,13.70
2023-01-05T20,13.04%,40.31%,35.21%,0.24%,11.20%,21.30,13.50
2023-01-05T21,12.86%,41.25%,34.95%,0.35%,10.59%,21.46,13.64
2023-01-05T22,12.68%,41.34%,33.28%,0.34%,12.36%,21.25,13.49
2023-01-05T23,12.75%,41.80%,32.45%,0.33%,12.67%,21.38,13.57
2023-01-06T00,12.86%,41.78%,33.14%,0.33%,11.90%,21.50,13.64
2023-01-06T01,12.85%,42.22%,33.31%,0.34%,11.29%,21.57,13.69
2023-01-06T02,12.91%,42.20%,33.82%,0.35%,10.72%,21.65,13.75
2023-01-06T03,13.02%,42.16%,34.54%,0.20%,10.07%,21.51,13.60
2023-01-06T04,13.46%,41.00%,36.14%,0.21%,9.20%,21.82,13.82
2023-01-06T05,11.77%,38.91%,41.21%,0.23%,7.87%,19.66,12.44
2023-01-06T06,12.61%,40.12%,37.59%,0.22%,9.46%,20.77,13.15
2023-01-06T07,12.54%,40.77%,37.81%,0.23%,8.64%,20.80,13.16
2023-01-06T08,12.82%,40.99%,37.78%,0.23%,8.19%,21.14,13.38
2023-01-06T09,12.93%,40.12%,38.39%,0.24%,8.32%,21.16,13.41
2023-01-06T10,12.66%,40.47%,37.33%,0.31%,9.22%,21.04,13.36
2023-01-06T11,12.57%,42.57%,35.16%,0.31%,9.39%,21.27,13.47
2023-01-06T12,13.69%,43.41%,32.91%,0.32%,9.67%,22.66,14.38
2023-01-06T13,14.38%,43.41%,32.41%,0.31%,9.48%,23.42,14.88
2023-01-06T14,15.07%,43.69%,32.40%,0.27%,8.58%,24.14,15.33
2023-01-06T15,15.45%,44.25%,32.13%,0.33%,7.84%,24.79,15.78
2023-01-06T16,15.53%,44.02%,32.21%,0.20%,8.04%,24.60,15.60
2023-01-06T17,15.51%,43.40%,32.60%,0.19%,8.30%,24.45,15.51
2023-01-06T18,15.29%,43.75%,32.75%,0.19%,8.03%,24.26,15.38
2023-01-06T19,15.63%,44.06%,33.07%,0.19%,7.06%,24.69,15.66
2023-01-06T20,15.31%,44.20%,33.24%,0.20%,7.04%,24.38,15.46
2023-01-06T21,15.43%,44.48%,33.39%,0.31%,6.39%,24.76,15.74
2023-01-06T22,14.93%,43.99%,32.25%,0.43%,8.41%,24.33,15.52
2023-01-06T23,15.21%,44.41%,32.18%,0.33%,7.88%,24.54,15.61
2023-01-07T00,15.45%,44.59%,32.21%,0.38%,7.38%,24.91,15.87
2023-01-07T01,15.82%,45.20%,32.91%,0.36%,5.71%,25.39,16.17
2023-01-07T02,16.46%,45.03%,33.30%,0.36%,4.84%,26.08,16.63
2023-01-07T03,16.15%,45.34%,34.00%,0.37%,4.14%,25.80,16.44
2023-01-07T04,16.41%,45.13%,34.44%,0.19%,3.83%,25.73,16.32
2023-01-07T05,13.34%,39.67%,37.62%,0.22%,9.15%,21.51,13.64
2023-01-07T06,15.76%,43.55%,36.55%,0.21%,3.93%,24.79,15.74
2023-01-07T07,15.19%,44.06%,36.61%,0.22%,3.93%,24.24,15.37
2023-01-07T08,14.71%,43.49%,36.90%,0.22%,4.69%,23.62,14.97
2023-01-07T09,14.58%,43.69%,36.86%,0.22%,4.65%,23.51,14.90
2023-01-07T10,14.57%,43.35%,36.96%,0.24%,4.89%,23.48,14.89
2023-01-07T11,14.99%,43.94%,35.67%,0.39%,5.01%,24.32,15.49
2023-01-07T12,14.75%,43.75%,34.69%,0.37%,6.44%,24.00,15.28
2023-01-07T13,15.18%,43.78%,33.70%,0.40%,6.94%,24.53,15.64
2023-01-07T14,15.36%,43.12%,33.31%,0.44%,7.77%,24.71,15.78
2023-01-07T15,14.98%,43.02%,33.79%,0.25%,7.96%,23.92,15.19
2023-01-07T16,15.12%,43.49%,34.20%,0.20%,6.99%,24.05,15.25
2023-01-07T17,14.94%,43.54%,34.55%,0.20%,6.77%,23.86,15.12
2023-01-07T18,14.63%,42.81%,34.89%,0.20%,7.47%,23.40,14.83
2023-01-07T19,14.40%,43.72%,34.81%,0.20%,6.87%,23.29,14.74
2023-01-07T20,14.19%,43.47%,35.25%,0.20%,6.88%,23.02,14.57
2023-01-07T21,14.21%,44.71%,35.14%,0.22%,5.71%,23.27,14.72
2023-01-07T22,14.10%,44.32%,33.43%,0.41%,7.74%,23.42,14.90
2023-01-07T23,15.14%,44.46%,32.73%,0.39%,7.27%,24.57,15.65
2023-01-08T00,15.70%,44.59%,32.87%,0.33%,6.51%,25.10,15.98
2023-01-08T01,15.74%,44.45%,33.07%,0.42%,6.32%,25.29,16.14
2023-01-08T02,16.09%,44.55%,33.35%,0.39%,5.61%,25.65,16.36
2023-01-08T03,16.34%,44.09%,34.16%,0.20%,5.21%,25.49,16.19
2023-01-08T04,15.99%,43.52%,34.79%,0.20%,5.51%,25.02,15.88
2023-01-08T05,15.89%,44.45%,35.58%,0.21%,3.88%,25.07,15.91
2023-01-08T06,14.58%,43.17%,36.75%,0.21%,5.28%,23.42,14.85
2023-01-08T07,13.90%,44.14%,36.49%,0.21%,5.25%,22.82,14.43
2023-01-08T08,14.16%,44.36%,36.48%,0.21%,4.78%,23.14,14.64
2023-01-08T09,14.18%,44.80%,36.38%,0.21%,4.44%,23.23,14.69
2023-01-08T10,14.63%,44.43%,36.60%,0.21%,4.13%,23.68,14.99
2023-01-08T11,14.96%,45.13%,35.87%,0.21%,3.83%,24.15,15.29
2023-01-08T12,15.67%,44.74%,35.17%,0.21%,4.21%,24.88,15.78
2023-01-08T13,16.57%,43.84%,34.71%,0.20%,4.67%,25.73,16.35
2023-01-08T14,16.22%,43.77%,34.76%,0.21%,5.04%,25.33,16.09
2023-01-08T15,16.11%,43.33%,35.17%,0.21%,5.18%,25.15,15.98
2023-01-08T16,15.60%,43.17%,35.32%,0.21%,5.70%,24.55,15.59
2023-01-08T17,15.18%,43.71%,35.30%,0.21%,5.61%,24.16,15.32
2023-01-08T18,14.94%,44.30%,35.18%,0.21%,5.38%,23.99,15.20
2023-01-08T19,15.07%,44.50%,35.15%,0.22%,5.05%,24.19,15.33
2023-01-08T20,15.04%,45.03%,34.94%,0.25%,4.74%,24.29,15.40
2023-01-08T21,14.54%,45.28%,34.11%,0.39%,5.67%,24.04,15.29
2023-01-08T22,14.59%,44.89%,32.61%,0.44%,7.46%,24.12,15.37
2023-01-08T23,15.95%,44.80%,31.94%,0.34%,6.97%,25.43,16.20
2023-01-09T00,15.93%,45.11%,32.24%,0.33%,6.38%,25.45,16.20
2023-01-09T01,16.26%,44.92%,32.55%,0.35%,5.91%,25.83,16.46
2023-01-09T02,16.22%,44.53%,33.71%,0.37%,5.17%,25.75,16.42
2023-01-09T03,16.43%,43.62%,34.75%,0.20%,5.00%,25.53,16.22
2023-01-09T04,16.30%,42.82%,35.74%,0.21%,4.94%,25.27,16.06
2023-01-09T05,15.71%,42.21%,36.27%,0.21%,5.59%,24.52,15.58
2023-01-09T06,13.98%,42.22%,37.63%,0.21%,5.96%,22.60,14.32
2023-01-09T07,13.94%,41.03%,38.37%,0.22%,6.45%,22.38,14.19
2023-01-09T08,13.92%,40.56%,38.31%,0.22%,6.99%,22.28,14.13
2023-01-09T09,13.77%,41.47%,37.91%,0.23%,6.62%,22.29,14.13
2023-01-09T10,13.64%,43.21%,36.45%,0.44%,6.27%,22.79,14.52
2023-01-09T11,13.32%,43.50%,33.74%,0.44%,9.01%,22.48,14.31
2023-01-09T12,14.63%,44.11%,31.81%,0.37%,9.09%,23.92,15.22
2023-01-09T13,15.46%,43.04%,31.23%,0.24%,10.02%,24.43,15.52
2023-01-09T14,15.21%,42.63%,31.55%,0.23%,10.38%,24.06,15.28
2023-01-09T15,15.14%,42.92%,32.40%,0.23%,9.31%,24.04,15.27
2023-01-09T16,15.09%,42.77%,33.37%,0.09%,8.68%,23.71,14.99
2023-01-09T17,14.66%,43.09%,33.71%,0.09%,8.46%,23.27,14.70
2023-01-09T18,14.42%,42.70%,33.87%,0.09%,8.92%,22.95,14.50
2023-01-09T19,14.32%,41.29%,34.56%,0.10%,9.73%,22.62,14.30
2023-01-09T20,13.45%,43.13%,34.19%,0.09%,9.14%,21.94,13.82
2023-01-09T21,14.08%,43.79%,33.87%,0.11%,8.15%,22.77,14.37
2023-01-09T22,13.98%,42.76%,32.29%,0.17%,10.81%,22.60,14.29
2023-01-09T23,14.65%,43.22%,31.22%,0.16%,10.76%,23.40,14.81
2023-01-10T00,14.42%,43.16%,31.41%,0.17%,10.84%,23.16,14.66
2023-01-10T01,14.55%,43.01%,31.55%,0.19%,10.70%,23.32,14.77
2023-01-10T02,14.36%,42.94%,32.35%,0.20%,10.15%,23.12,14.64
2023-01-10T03,14.54%,41.54%,33.56%,0.21%,10.15%,23.11,14.66
2023-01-10T04,14.03%,41.59%,34.09%,0.14%,10.15%,22.42,14.18
2023-01-10T05,15.24%,42.20%,36.96%,0.21%,5.38%,24.00,15.24
2023-01-10T06,13.53%,41.64%,34.36%,0.19%,10.28%,21.97,13.90
2023-01-10T07,13.86%,41.61%,34.51%,0.20%,9.81%,22.35,14.16
2023-01-10T08,14.17%,41.48%,35.06%,0.21%,9.08%,22.69,14.38
2023-01-10T09,14.11%,42.24%,35.11%,0.23%,8.31%,22.78,14.44
2023-01-10T10,14.29%,44.02%,33.69%,0.29%,7.72%,23.37,14.83
2023-01-10T11,14.47%,44.82%,31.29%,0.34%,9.08%,23.80,15.12
2023-01-10T12,14.85%,46.84%,29.36%,0.37%,8.58%,24.58,15.61
2023-01-10T13,15.08%,47.82%,29.29%,0.35%,7.46%,24.97,15.85
2023-01-10T14,15.21%,47.76%,29.87%,0.30%,6.85%,25.02,15.86
2023-01-10T15,16.01%,47.10%,30.71%,0.36%,5.83%,25.90,16.47
2023-01-10T16,16.47%,46.91%,31.81%,0.23%,4.58%,26.14,16.59
2023-01-10T17,16.57%,46.88%,32.21%,0.23%,4.11%,26.26,16.66
2023-01-10T18,16.69%,46.36%,32.65%,0.23%,4.07%,26.31,16.70
2023-01-10T19,16.33%,46.15%,32.91%,0.23%,4.37%,25.88,16.43
2023-01-10T20,15.78%,47.21%,32.66%,0.22%,4.12%,25.41,16.09
2023-01-10T21,15.93%,47.26%,32.65%,0.48%,3.68%,26.07,16.63
2023-01-10T22,15.21%,47.00%,30.57%,0.57%,6.65%,25.38,16.21
2023-01-10T23,15.77%,47.36%,29.97%,0.57%,6.33%,26.06,16.66
2023-01-11T00,15.91%,48.29%,30.26%,0.62%,4.91%,26.46,16.93
2023-01-11T01,16.39%,48.05%,30.67%,0.56%,4.33%,26.84,17.16
2023-01-11T02,16.78%,47.69%,31.62%,0.61%,3.30%,27.31,17.49
2023-01-11T03,17.04%,46.85%,32.49%,0.36%,3.26%,27.02,17.21
2023-01-11T04,16.90%,46.49%,33.11%,0.36%,3.15%,26.79,17.07
2023-01-11T05,13.34%,42.24%,34.02%,0.17%,10.23%,21.81,13.78
2023-01-11T06,15.75%,45.58%,34.74%,0.25%,3.68%,25.17,15.97
2023-01-11T07,15.99%,46.04%,34.29%,0.24%,3.44%,25.49,16.18
2023-01-11T08,15.85%,46.13%,33.89%,0.24%,3.89%,25.35,16.08
2023-01-11T09,15.99%,46.48%,33.68%,0.26%,3.59%,25.60,16.24
2023-01-11T10,15.44%,45.43%,32.82%,0.33%,5.97%,24.96,15.87
2023-01-11T11,14.55%,46.19%,30.54%,0.40%,8.32%,24.20,15.38
2023-01-11T12,14.78%,46.49%,29.16%,0.40%,9.17%,24.51,15.58
2023-01-11T13,15.13%,46.35%,29.25%,0.36%,8.90%,24.81,15.77
2023-01-11T14,15.39%,46.46%,30.02%,0.44%,7.69%,25.26,16.09
2023-01-11T15,15.48%,46.42%,30.81%,0.49%,6.81%,25.43,16.23
2023-01-11T16,15.68%,46.78%,31.75%,0.49%,5.31%,25.71,16.41
2023-01-11T17,15.34%,46.53%,32.39%,0.39%,5.35%,25.13,15.99
2023-01-11T18,15.64%,46.95%,32.64%,0.38%,4.37%,25.52,16.23
2023-01-11T19,15.02%,46.98%,32.79%,0.45%,4.76%,24.95,15.89
2023-01-11T20,14.39%,47.44%,33.10%,0.36%,4.70%,24.16,15.33
2023-01-11T21,14.26%,47.52%,32.60%,0.40%,5.22%,24.10,15.30
2023-01-11T22,14.05%,46.85%,31.54%,0.40%,7.16%,23.76,15.09
2023-01-11T23,14.69%,47.31%,31.37%,0.36%,6.27%,24.47,15.53
2023-01-12T00,14.25%,47.54%,31.98%,0.38%,5.84%,24.05,15.26
2023-01-12T01,14.26%,47.59%,32.38%,0.37%,5.40%,24.05,15.25
2023-01-12T02,14.30%,47.17%,33.26%,0.33%,4.94%,23.95,15.18
2023-01-12T03,14.15%,46.42%,34.54%,0.32%,4.56%,23.65,14.99
2023-01-12T04,13.72%,45.42%,36.15%,0.25%,4.46%,22.89,14.47
2023-01-12T05,16.70%,45.36%,34.29%,0.27%,3.38%,26.22,16.68
2023-01-12T06,13.48%,43.89%,37.54%,0.26%,4.83%,22.39,14.17
2023-01-12T07,13.51%,42.48%,38.06%,0.26%,5.69%,22.22,14.08
2023-01-12T08,13.06%,43.03%,37.56%,0.26%,6.09%,21.80,13.80
2023-01-12T09,12.78%,42.40%,37.04%,0.26%,7.52%,21.39,13.54
2023-01-12T10,12.93%,43.15%,36.36%,0.26%,7.31%,21.66,13.70
2023-01-12T11,12.68%,43.60%,34.20%,0.24%,9.28%,21.42,13.53
2023-01-12T12,12.59%,42.67%,32.61%,0.23%,11.90%,21.16,13.37
2023-01-12T13,12.95%,43.28%,31.98%,0.23%,11.56%,21.65,13.68
2023-01-12T14,13.01%,43.51%,31.91%,0.23%,11.34%,21.75,13.75
2023-01-12T15,12.97%,42.97%,31.97%,0.23%,11.86%,21.63,13.67
2023-01-12T16,12.96%,42.78%,32.36%,0.30%,11.61%,21.72,13.76
2023-01-12T17,12.91%,42.92%,32.50%,0.30%,11.37%,21.68,13.73
2023-01-12T18,13.11%,42.56%,32.61%,0.23%,11.48%,21.73,13.75
2023-01-12T19,13.03%,42.71%,32.65%,0.23%,11.38%,21.66,13.70
2023-01-12T20,12.60%,43.00%,32.80%,0.23%,11.37%,21.22,13.41
2023-01-12T21,12.49%,42.91%,32.52%,0.22%,11.85%,21.08,13.31
2023-01-12T22,12.49%,42.56%,31.74%,0.28%,12.94%,21.11,13.36
2023-01-12T23,12.93%,43.57%,31.80%,0.22%,11.48%,21.66,13.68
2023-01-13T00,13.25%,43.67%,32.27%,0.22%,10.59%,22.03,13.92
2023-01-13T01,12.78%,43.50%,33.08%,0.23%,10.41%,21.49,13.57
2023-01-13T02,12.76%,43.10%,33.97%,0.23%,9.93%,21.43,13.54
2023-01-13T03,12.91%,42.28%,34.78%,0.24%,9.80%,21.48,13.59
2023-01-13T04,12.71%,40.78%,36.40%,0.26%,9.84%,21.06,13.35
2023-01-13T05,13.19%,44.89%,36.87%,0.25%,4.81%,22.22,14.04
2023-01-13T06,12.14%,40.65%,37.41%,0.29%,9.52%,20.44,12.95
2023-01-13T07,12.16%,39.67%,37.84%,0.29%,10.04%,20.32,12.88
2023-01-13T08,12.20%,39.77%,37.87%,0.29%,9.88%,20.37,12.92
2023-01-13T09,12.00%,40.15%,37.31%,0.29%,10.25%,20.21,12.80
2023-01-13T10,11.68%,41.73%,36.23%,0.28%,10.08%,20.09,12.69
2023-01-13T11,12.52%,42.84%,34.49%,0.26%,9.90%,21.17,13.38
2023-01-13T12,13.11%,44.31%,32.62%,0.20%,9.77%,21.93,13.84
2023-01-13T13,13.80%,44.25%,32.08%,0.19%,9.68%,22.68,14.33
2023-01-13T14,13.82%,43.04%,32.13%,0.20%,10.82%,22.52,14.25
2023-01-13T15,13.67%,43.71%,31.50%,0.21%,10.91%,22.49,14.22
2023-01-13T16,14.46%,43.79%,31.87%,0.21%,9.67%,23.38,14.80
2023-01-13T17,14.44%,44.01%,31.80%,0.21%,9.54%,23.39,14.81
2023-01-13T18,14.48%,44.03%,31.74%,0.21%,9.54%,23.43,14.84
2023-01-13T19,14.57%,44.03%,32.06%,0.21%,9.14%,23.54,14.90
2023-01-13T20,14.66%,44.27%,31.93%,0.24%,8.90%,23.74,15.05
2023-01-13T21,14.54%,43.93%,32.15%,0.26%,9.12%,23.58,14.96
2023-01-13T22,14.11%,43.67%,31.22%,0.27%,10.73%,23.09,14.65
2023-01-13T23,14.21%,44.32%,31.16%,0.31%,10.01%,23.36,14.83
2023-01-14T00,14.64%,44.43%,31.48%,0.31%,9.13%,23.87,15.16
2023-01-14T01,14.42%,44.38%,31.86%,0.31%,9.02%,23.62,14.99
2023-01-14T02,14.82%,44.88%,32.48%,0.30%,7.52%,24.12,15.31
2023-01-14T03,15.60%,45.33%,32.88%,0.31%,5.88%,25.08,15.94
2023-01-14T04,15.97%,44.53%,33.62%,0.34%,5.54%,25.41,16.18
2023-01-14T05,12.27%,40.94%,37.44%,0.30%,9.05%,20.67,13.10
2023-01-14T06,15.62%,44.61%,34.86%,0.24%,4.66%,24.87,15.79
2023-01-14T07,14.90%,44.63%,35.44%,0.25%,4.78%,24.07,15.26
2023-01-14T08,14.51%,45.30%,35.48%,0.25%,4.46%,23.75,15.04
2023-01-14T09,15.22%,45.14%,35.04%,0.25%,4.35%,24.51,15.55
2023-01-14T10,15.00%,45.65%,35.03%,0.25%,4.06%,24.35,15.43
2023-01-14T11,15.11%,45.72%,34.18%,0.27%,4.72%,24.52,15.55
2023-01-14T12,14.46%,45.17%,33.04%,0.26%,7.07%,23.69,15.01
2023-01-14T13,14.58%,46.71%,31.58%,0.25%,6.88%,24.05,15.22
2023-01-14T14,14.89%,46.73%,30.97%,0.25%,7.17%,24.38,15.44
2023-01-14T15,15.11%,47.28%,30.78%,0.24%,6.59%,24.71,15.64
2023-01-14T16,15.48%,47.78%,31.34%,0.22%,5.18%,25.17,15.93
2023-01-14T17,15.69%,47.58%,31.53%,0.25%,4.96%,25.42,16.10
2023-01-14T18,15.45%,47.28%,31.93%,0.23%,5.11%,25.07,15.87
