period,Coal_percentage,Natural_Gas_percentage,Nuclear_percentage,Oil_percentage,Renewable_percentage,internal_health_cost,external_health_cost
2023-06-30T02,14.62%,47.25%,6.26%,0.00%,31.86%,16.55,10.62
2023-06-30T03,15.29%,48.16%,6.49%,0.00%,30.07%,17.12,11.00
2023-06-30T04,15.64%,45.53%,6.88%,0.00%,31.96%,16.98,10.96
2023-06-30T05,16.11%,42.42%,7.33%,0.00%,34.14%,16.85,10.93
2023-06-30T06,16.31%,39.73%,7.81%,0.00%,36.15%,16.60,10.81
2023-06-30T07,15.05%,38.78%,8.23%,0.00%,37.94%,15.62,10.14
2023-06-30T08,12.38%,38.73%,8.60%,0.00%,40.29%,13.83,8.89
2023-06-30T09,11.30%,38.45%,8.84%,0.00%,41.41%,13.06,8.36
2023-06-30T10,11.37%,38.83%,8.94%,0.00%,40.85%,13.17,8.43
2023-06-30T11,12.53%,40.95%,8.92%,0.00%,37.61%,14.24,9.14
2023-06-30T12,14.05%,41.77%,8.82%,0.00%,35.36%,15.38,9.91
2023-06-30T13,13.83%,41.05%,8.65%,0.00%,36.47%,15.13,9.75
2023-06-30T14,12.13%,35.60%,8.17%,0.00%,44.10%,13.21,8.52
2023-06-30T15,10.83%,32.42%,7.66%,0.00%,49.08%,11.89,7.66
2023-06-30T16,11.60%,35.33%,7.24%,0.00%,45.83%,12.82,8.26
2023-06-30T17,12.93%,37.83%,6.86%,0.00%,42.39%,14.06,9.07
2023-06-30T18,13.70%,40.45%,6.53%,0.00%,39.32%,14.96,9.65
2023-06-30T19,14.42%,41.94%,6.25%,0.00%,37.39%,15.65,10.10
2023-06-30T20,14.62%,43.10%,6.06%,0.00%,36.22%,15.95,10.29
2023-06-30T21,14.30%,43.94%,5.95%,0.00%,35.81%,15.86,10.21
2023-06-30T22,14.05%,43.98%,5.92%,0.00%,36.05%,15.70,10.09
2023-06-30T23,14.29%,45.14%,5.95%,0.00%,34.62%,16.02,10.30
2023-07-01T00,14.38%,46.85%,6.07%,0.00%,32.71%,16.33,10.48
2023-07-01T01,14.90%,49.50%,6.28%,0.00%,29.32%,17.05,10.93
2023-07-01T02,15.12%,52.21%,6.60%,0.00%,26.07%,17.59,11.25
2023-07-01T03,15.59%,52.85%,6.83%,0.00%,24.73%,17.99,11.52
2023-07-01T04,15.53%,50.49%,7.17%,0.00%,26.81%,17.62,11.30
2023-07-01T05,16.30%,48.37%,7.59%,0.00%,27.74%,17.83,11.50
2023-07-01T06,17.29%,48.52%,8.07%,0.00%,26.13%,18.51,11.97
2023-07-01T07,15.44%,48.15%,8.51%,0.00%,27.90%,17.22,11.07
2023-07-01T08,16.80%,50.29%,8.82%,0.00%,24.10%,18.44,11.88
2023-07-01T09,17.28%,51.54%,9.11%,0.00%,22.07%,18.94,12.21
2023-07-01T10,15.37%,52.35%,9.38%,0.00%,22.90%,17.78,11.38
2023-07-01T11,12.49%,52.13%,9.48%,0.00%,25.89%,15.82,10.02
2023-07-01T12,10.92%,50.91%,9.54%,0.00%,28.63%,14.60,9.19
2023-07-01T13,11.82%,52.71%,9.49%,0.00%,25.98%,15.46,9.75
2023-07-01T14,11.62%,49.88%,8.97%,0.00%,29.53%,14.92,9.43
2023-07-01T15,11.75%,47.55%,8.35%,0.00%,32.35%,14.67,9.31
2023-07-01T16,12.20%,46.11%,7.78%,0.00%,33.91%,14.77,9.40
2023-07-01T17,13.15%,46.91%,7.36%,0.00%,32.58%,15.52,9.91
2023-07-01T18,13.31%,47.19%,7.07%,0.00%,32.43%,15.66,10.01
2023-07-01T19,12.99%,48.14%,6.93%,0.00%,31.94%,15.58,9.93
2023-07-01T20,14.43%,49.69%,6.83%,0.00%,29.06%,16.76,10.73
2023-07-01T21,14.12%,49.82%,6.75%,0.00%,29.30%,16.58,10.60
2023-07-01T22,13.53%,50.08%,6.68%,0.00%,29.71%,16.22,10.34
2023-07-01T23,13.87%,51.80%,6.71%,0.00%,27.62%,16.70,10.64
2023-07-02T00,13.87%,52.00%,6.87%,0.00%,27.26%,16.73,10.65
2023-07-02T01,15.09%,55.37%,7.07%,0.00%,22.47%,18.02,11.49
2023-07-02T02,16.12%,57.24%,7.35%,0.00%,19.29%,18.98,12.12
2023-07-02T03,16.78%,57.80%,7.56%,0.00%,17.86%,19.50,12.48
2023-07-02T04,17.21%,56.84%,7.91%,0.00%,18.03%,19.65,12.60
2023-07-02T05,17.60%,56.18%,8.33%,0.00%,17.89%,19.82,12.73
2023-07-02T06,17.85%,56.56%,8.78%,0.00%,16.81%,20.04,12.88
2023-07-02T07,18.26%,57.01%,9.21%,0.00%,15.51%,20.38,13.11
2023-07-02T08,17.57%,56.65%,9.67%,0.00%,16.11%,19.87,12.75
2023-07-02T09,16.67%,58.13%,10.22%,0.00%,14.98%,19.47,12.45
2023-07-02T10,16.03%,59.71%,10.64%,0.00%,13.62%,19.27,12.28
2023-07-02T11,17.44%,60.86%,10.79%,0.00%,10.91%,20.38,13.03
2023-07-02T12,18.30%,61.63%,10.87%,0.00%,9.20%,21.07,13.49
2023-07-02T13,17.66%,60.87%,10.81%,0.00%,10.67%,20.53,13.13
2023-07-02T14,15.45%,56.97%,10.27%,0.00%,17.31%,18.49,11.79
2023-07-02T15,14.63%,53.80%,9.59%,0.00%,21.98%,17.49,11.15
2023-07-02T16,15.41%,52.77%,9.01%,0.00%,22.81%,17.87,11.43
2023-07-02T17,15.97%,52.72%,8.55%,0.00%,22.76%,18.23,11.69
2023-07-02T18,16.03%,54.70%,8.10%,0.00%,21.17%,18.55,11.88
2023-07-02T19,15.80%,56.59%,7.71%,0.00%,19.90%,18.67,11.92
2023-07-02T20,15.46%,57.71%,7.43%,0.00%,19.40%,18.61,11.85
2023-07-02T21,15.32%,58.16%,7.27%,0.00%,19.25%,18.58,11.83
2023-07-02T22,15.40%,58.31%,7.20%,0.00%,19.08%,18.66,11.88
2023-07-02T23,14.75%,58.47%,7.30%,0.00%,19.47%,18.24,11.58
2023-07-03T00,14.14%,58.44%,7.43%,0.00%,19.99%,17.83,11.30
2023-07-03T01,13.72%,59.76%,7.60%,0.00%,18.92%,17.73,11.20
2023-07-03T02,14.55%,63.93%,7.82%,0.00%,13.70%,18.89,11.93
2023-07-03T03,15.02%,64.36%,8.01%,0.00%,12.61%,19.27,12.18
2023-07-03T04,15.14%,62.51%,8.42%,0.00%,13.94%,19.08,12.09
2023-07-03T05,15.78%,59.79%,8.87%,0.00%,15.56%,19.12,12.17
2023-07-03T06,15.96%,57.63%,9.43%,0.00%,16.99%,18.93,12.08
2023-07-03T07,16.20%,58.27%,9.86%,0.00%,15.67%,19.18,12.24
2023-07-03T08,16.97%,60.08%,10.20%,0.00%,12.76%,19.95,12.75
2023-07-03T09,17.96%,61.69%,10.41%,0.00%,9.94%,20.85,13.34
2023-07-03T10,18.62%,63.13%,10.46%,0.00%,7.78%,21.50,13.77
2023-07-03T11,18.84%,63.21%,10.32%,0.00%,7.62%,21.66,13.88
2023-07-03T12,18.85%,63.29%,10.18%,0.00%,7.68%,21.67,13.89
2023-07-03T13,17.89%,60.11%,10.02%,0.00%,11.98%,20.58,13.18
2023-07-03T14,15.83%,54.52%,9.40%,0.00%,20.24%,18.40,11.77
2023-07-03T15,14.98%,51.74%,8.73%,0.00%,24.55%,17.43,11.15
2023-07-03T16,14.99%,51.48%,8.11%,0.00%,25.43%,17.40,11.13
2023-07-03T17,15.13%,53.36%,7.60%,0.00%,23.91%,17.76,11.35
2023-07-03T18,14.83%,56.11%,7.25%,0.00%,21.81%,17.96,11.43
2023-07-03T19,14.89%,57.35%,6.93%,0.00%,20.83%,18.18,11.56
2023-07-03T20,14.76%,57.43%,6.74%,0.00%,21.06%,18.10,11.51
2023-07-03T21,14.76%,57.05%,6.63%,0.00%,21.55%,18.05,11.47
2023-07-03T22,14.95%,57.77%,6.63%,0.00%,20.65%,18.28,11.62
2023-07-03T23,15.13%,57.63%,6.65%,0.00%,20.60%,18.37,11.69
2023-07-04T00,14.71%,57.11%,6.77%,0.00%,21.41%,18.02,11.45
2023-07-04T01,15.16%,59.04%,7.04%,0.00%,18.75%,18.60,11.82
2023-07-04T02,16.12%,61.10%,7.36%,0.00%,15.41%,19.54,12.44
2023-07-04T03,15.86%,57.68%,7.69%,0.00%,18.77%,18.87,12.04
2023-07-04T04,15.77%,53.18%,8.13%,0.00%,22.92%,18.16,11.63
2023-07-04T05,15.94%,50.95%,8.63%,0.00%,24.47%,17.96,11.54
2023-07-04T06,15.22%,49.55%,9.15%,0.00%,26.08%,17.28,11.09
2023-07-04T07,13.59%,50.16%,9.70%,0.00%,26.55%,16.27,10.37
2023-07-04T08,13.52%,51.48%,10.14%,0.00%,24.85%,16.42,10.45
2023-07-04T09,14.80%,51.82%,10.41%,0.00%,22.97%,17.32,11.07
2023-07-04T10,14.84%,52.74%,10.57%,0.00%,21.85%,17.48,11.16
2023-07-04T11,15.37%,53.83%,10.60%,0.00%,20.20%,17.99,11.50
2023-07-04T12,15.07%,55.39%,10.65%,0.00%,18.89%,18.01,11.48
2023-07-04T13,13.63%,54.84%,10.54%,0.00%,20.99%,16.97,10.77
2023-07-04T14,11.91%,50.20%,9.89%,0.00%,28.01%,15.15,9.59
2023-07-04T15,11.12%,46.80%,9.13%,0.00%,32.94%,14.14,8.95
2023-07-04T16,11.24%,45.86%,8.48%,0.00%,34.41%,14.09,8.93
2023-07-04T17,13.02%,46.00%,7.95%,0.00%,33.03%,15.29,9.77
2023-07-04T18,14.23%,46.63%,7.57%,0.00%,31.57%,16.19,10.39
2023-07-04T19,14.38%,46.96%,7.39%,0.00%,31.26%,16.35,10.49
2023-07-04T20,14.69%,47.80%,7.20%,0.00%,30.31%,16.67,10.70
2023-07-04T21,15.00%,48.26%,7.03%,0.00%,29.72%,16.94,10.88
2023-07-04T22,14.92%,48.53%,6.93%,0.00%,29.63%,16.93,10.86
2023-07-04T23,14.90%,48.16%,6.90%,0.00%,30.04%,16.86,10.83
2023-07-05T00,15.30%,48.32%,7.00%,0.00%,29.39%,17.15,11.02
2023-07-05T01,15.84%,49.82%,7.22%,0.00%,27.12%,17.73,11.40
2023-07-05T02,16.72%,52.40%,7.50%,0.00%,23.38%,18.69,12.02
2023-07-05T03,16.71%,50.59%,7.75%,0.00%,24.95%,18.42,11.86
2023-07-05T04,16.29%,47.83%,8.00%,0.00%,27.88%,17.74,11.45
2023-07-05T05,15.00%,43.88%,8.34%,0.00%,32.78%,16.31,10.53
2023-07-05T06,13.40%,42.10%,8.81%,0.00%,35.69%,14.99,9.64
2023-07-05T07,12.58%,41.97%,9.29%,0.00%,36.16%,14.42,9.24
2023-07-05T08,11.55%,40.94%,9.62%,0.00%,37.89%,13.59,8.68
2023-07-05T09,11.08%,40.14%,9.84%,0.00%,38.94%,13.16,8.40
2023-07-05T10,11.36%,41.84%,9.93%,0.00%,36.87%,13.59,8.66
2023-07-05T11,11.99%,44.03%,9.84%,0.00%,34.14%,14.33,9.14
2023-07-05T12,14.07%,46.49%,9.71%,0.00%,29.72%,16.07,10.30
2023-07-05T13,16.39%,45.99%,9.46%,0.00%,28.16%,17.54,11.34
2023-07-05T14,14.13%,42.46%,8.92%,0.00%,34.49%,15.53,10.01
2023-07-05T15,12.35%,42.09%,8.35%,0.00%,37.21%,14.29,9.15
2023-07-05T16,14.90%,45.12%,7.89%,0.00%,32.09%,16.43,10.58
2023-07-05T17,16.57%,47.99%,7.53%,0.00%,27.91%,17.95,11.59
2023-07-05T18,16.16%,51.33%,7.21%,0.00%,25.30%,18.16,11.67
2023-07-05T19,16.00%,53.42%,6.87%,0.00%,23.71%,18.35,11.76
2023-07-05T20,15.41%,52.86%,6.66%,0.00%,25.07%,17.88,11.44
2023-07-05T21,14.67%,51.98%,6.61%,0.00%,26.74%,17.26,11.03
2023-07-05T22,14.79%,51.40%,6.60%,0.00%,27.21%,17.25,11.03
2023-07-05T23,14.89%,51.14%,6.60%,0.00%,27.37%,17.28,11.06
2023-07-06T00,14.73%,49.43%,6.70%,0.00%,29.14%,16.93,10.85
2023-07-06T01,15.21%,49.84%,6.90%,0.00%,28.05%,17.31,11.10
2023-07-06T02,16.16%,52.93%,7.17%,0.00%,23.74%,18.39,11.79
2023-07-06T03,16.95%,52.38%,7.40%,0.00%,23.27%,18.83,12.12
2023-07-06T04,17.19%,50.48%,7.80%,0.00%,24.53%,18.73,12.08
2023-07-06T05,18.22%,47.93%,8.29%,0.00%,25.56%,19.05,12.36
2023-07-06T06,17.54%,44.99%,8.81%,0.00%,28.66%,18.17,11.80
2023-07-06T07,15.20%,44.66%,9.21%,0.00%,30.93%,16.56,10.68
2023-07-06T08,16.74%,46.88%,9.55%,0.00%,26.84%,17.91,11.58
2023-07-06T09,16.58%,47.67%,9.85%,0.00%,25.91%,17.91,11.57
2023-07-06T10,17.69%,48.59%,9.95%,0.00%,23.76%,18.79,12.16
2023-07-06T11,19.59%,50.69%,9.84%,0.00%,19.88%,20.36,13.22
2023-07-06T12,21.02%,52.94%,9.71%,0.00%,16.34%,21.64,14.06
2023-07-06T13,20.42%,51.22%,9.46%,0.00%,18.90%,20.99,13.65
2023-07-06T14,18.14%,45.48%,9.10%,0.00%,27.28%,18.64,12.12
2023-07-06T15,17.57%,44.63%,8.63%,0.00%,29.16%,18.14,11.79
2023-07-06T16,18.31%,47.37%,8.17%,0.00%,26.15%,19.03,12.35
2023-07-06T17,17.81%,49.72%,7.88%,0.00%,24.60%,19.03,12.31
2023-07-06T18,17.52%,50.19%,7.67%,0.00%,24.62%,18.91,12.21
2023-07-06T19,17.11%,48.99%,7.51%,0.00%,26.39%,18.46,11.92
2023-07-06T20,16.43%,48.09%,7.42%,0.00%,28.06%,17.88,11.53
2023-07-06T21,16.67%,48.80%,7.29%,0.00%,27.24%,18.14,11.70
2023-07-06T22,16.53%,48.68%,7.28%,0.00%,27.51%,18.02,11.63
2023-07-06T23,16.56%,49.00%,7.31%,0.00%,27.12%,18.10,11.67
2023-07-07T00,16.81%,49.51%,7.40%,0.00%,26.28%,18.33,11.82
2023-07-07T01,17.54%,52.95%,7.66%,0.00%,21.85%,19.31,12.44
2023-07-07T02,18.95%,57.65%,7.98%,0.00%,15.42%,20.93,13.48
2023-07-07T03,18.40%,57.52%,8.08%,0.00%,16.01%,20.54,13.21
2023-07-07T04,18.21%,53.22%,8.40%,0.00%,20.17%,19.80,12.78
2023-07-07T05,17.95%,48.06%,8.84%,0.00%,25.15%,18.89,12.24
2023-07-07T06,16.64%,44.51%,9.30%,0.00%,29.55%,17.50,11.34
2023-07-07T07,15.23%,43.85%,9.76%,0.00%,31.17%,16.46,10.63
2023-07-07T08,13.81%,42.95%,10.13%,0.00%,33.11%,15.39,9.90
2023-07-07T09,13.04%,43.08%,10.37%,0.00%,33.50%,14.89,9.55
2023-07-07T10,13.43%,43.49%,10.45%,0.00%,32.63%,15.21,9.76
2023-07-07T11,14.90%,45.35%,10.31%,0.00%,29.44%,16.46,10.60
2023-07-07T12,17.38%,47.76%,10.07%,0.00%,24.78%,18.46,11.95
2023-07-07T13,18.84%,49.20%,9.90%,0.00%,22.06%,19.64,12.75
2023-07-07T14,17.11%,45.93%,9.59%,0.00%,27.38%,18.02,11.68
2023-07-07T15,16.23%,44.14%,9.13%,0.00%,30.49%,17.18,11.13
2023-07-07T16,15.81%,44.76%,8.68%,0.00%,30.76%,16.98,10.97
2023-07-07T17,14.53%,43.31%,8.36%,0.00%,33.80%,15.92,10.26
2023-07-07T18,12.95%,40.70%,7.97%,0.00%,38.38%,14.49,9.32
2023-07-07T19,10.92%,39.41%,7.61%,0.00%,42.06%,12.95,8.27
2023-07-07T20,10.74%,39.70%,7.30%,0.00%,42.27%,12.87,8.20
2023-07-07T21,11.72%,40.12%,7.03%,0.00%,41.13%,13.59,8.70
2023-07-07T22,11.92%,39.82%,6.90%,0.00%,41.35%,13.68,8.76
2023-07-07T23,11.67%,40.14%,6.88%,0.00%,41.31%,13.56,8.67
2023-07-08T00,11.79%,40.96%,6.99%,0.00%,40.26%,13.75,8.79
2023-07-08T01,12.52%,43.81%,7.22%,0.00%,36.45%,14.65,9.37
2023-07-08T02,14.83%,51.53%,7.54%,0.00%,26.10%,17.30,11.06
2023-07-08T03,15.91%,54.58%,7.81%,0.00%,21.69%,18.46,11.81
2023-07-08T04,16.44%,54.66%,8.21%,0.00%,20.69%,18.82,12.06
2023-07-08T05,15.84%,50.83%,8.60%,0.00%,24.73%,17.87,11.48
2023-07-08T06,15.74%,47.35%,9.09%,0.00%,27.81%,17.31,11.15
2023-07-08T07,17.98%,49.96%,9.59%,0.00%,22.47%,19.18,12.41
2023-07-08T08,19.32%,53.15%,10.04%,0.00%,17.49%,20.53,13.29
2023-07-08T09,19.23%,54.55%,10.29%,0.00%,15.93%,20.67,13.36
2023-07-08T10,18.03%,51.74%,10.43%,0.00%,19.80%,19.47,12.57
2023-07-08T11,16.15%,48.82%,10.45%,0.00%,24.58%,17.79,11.46
2023-07-08T12,14.68%,49.61%,10.51%,0.00%,25.20%,16.92,10.84
2023-07-08T13,15.97%,50.57%,10.38%,0.00%,23.08%,17.92,11.52
2023-07-08T14,15.91%,48.75%,9.83%,0.00%,25.50%,17.63,11.35
2023-07-08T15,14.45%,47.15%,9.15%,0.00%,29.26%,16.41,10.53
2023-07-08T16,13.51%,47.75%,8.56%,0.00%,30.19%,15.87,10.14
2023-07-08T17,13.89%,48.85%,8.03%,0.00%,29.23%,16.29,10.41
2023-07-08T18,13.82%,48.88%,7.58%,0.00%,29.72%,16.24,10.38
2023-07-08T19,13.07%,49.22%,7.31%,0.00%,30.40%,15.79,10.06
2023-07-08T20,12.55%,49.77%,7.11%,0.00%,30.57%,15.53,9.86
2023-07-08T21,12.79%,50.56%,6.92%,0.00%,29.72%,15.80,10.03
2023-07-08T22,12.99%,51.45%,6.75%,0.00%,28.81%,16.06,10.20
2023-07-08T23,12.91%,51.90%,6.67%,0.00%,28.52%,16.07,10.19
2023-07-09T00,12.97%,51.87%,6.73%,0.00%,28.42%,16.11,10.22
2023-07-09T01,13.70%,55.38%,6.93%,0.00%,24.00%,17.09,10.84
2023-07-09T02,14.70%,60.80%,7.26%,0.00%,17.24%,18.54,11.75
2023-07-09T03,15.02%,58.99%,7.53%,0.00%,18.46%,18.49,11.75
2023-07-09T04,14.40%,54.34%,7.87%,0.00%,23.40%,17.41,11.09
2023-07-09T05,13.30%,49.21%,8.26%,0.00%,29.22%,15.95,10.16
2023-07-09T06,11.65%,45.48%,8.66%,0.00%,34.21%,14.31,9.09
2023-07-09T07,10.04%,43.86%,9.16%,0.00%,36.93%,13.00,8.21
2023-07-09T08,9.63%,42.65%,9.55%,0.00%,38.17%,12.55,7.92
2023-07-09T09,9.94%,41.76%,9.86%,0.00%,38.44%,12.63,7.99
2023-07-09T10,10.16%,41.77%,10.07%,0.00%,38.00%,12.78,8.10
2023-07-09T11,10.29%,42.24%,10.15%,0.00%,37.32%,12.93,8.20
2023-07-09T12,10.89%,47.67%,10.27%,0.00%,31.17%,14.11,8.91
2023-07-09T13,12.31%,52.24%,10.26%,0.00%,25.19%,15.72,9.94
2023-07-09T14,11.37%,47.94%,9.87%,0.00%,30.82%,14.47,9.16
2023-07-09T15,10.53%,44.60%,9.26%,0.00%,35.61%,13.43,8.50
2023-07-09T16,11.71%,46.45%,8.73%,0.00%,33.11%,14.49,9.20
2023-07-09T17,13.74%,47.24%,8.29%,0.00%,30.73%,15.95,10.21
2023-07-09T18,14.67%,48.16%,7.93%,0.00%,29.24%,16.71,10.72
2023-07-09T19,15.32%,48.63%,7.58%,0.00%,28.47%,17.21,11.06
2023-07-09T20,15.60%,49.33%,7.27%,0.00%,27.79%,17.50,11.25
2023-07-09T21,15.60%,50.25%,7.00%,0.00%,27.15%,17.63,11.32
2023-07-09T22,15.19%,49.76%,6.82%,0.00%,28.23%,17.28,11.09
2023-07-09T23,14.97%,49.80%,6.66%,0.00%,28.57%,17.15,10.99
2023-07-10T00,14.97%,50.15%,6.73%,0.00%,28.15%,17.19,11.02
2023-07-10T01,15.79%,52.27%,6.94%,0.00%,25.00%,18.05,11.57
2023-07-10T02,16.31%,53.82%,7.21%,0.00%,22.65%,18.62,11.94
2023-07-10T03,16.31%,53.36%,7.42%,0.00%,22.90%,18.55,11.90
2023-07-10T04,16.62%,51.46%,7.80%,0.00%,24.11%,18.49,11.89
2023-07-10T05,17.88%,49.56%,8.31%,0.00%,24.25%,19.06,12.33
2023-07-10T06,18.40%,49.83%,8.81%,0.00%,22.97%,19.44,12.59
2023-07-10T07,18.50%,51.03%,9.24%,0.00%,21.23%,19.68,12.73
2023-07-10T08,18.59%,52.11%,9.61%,0.00%,19.69%,19.90,12.87
2023-07-10T09,18.66%,53.12%,9.88%,0.00%,18.33%,20.09,12.98
2023-07-10T10,18.92%,54.06%,9.96%,0.00%,17.06%,20.40,13.18
2023-07-10T11,20.09%,54.86%,9.82%,0.00%,15.23%,21.29,13.79
2023-07-10T12,21.48%,56.51%,9.63%,0.00%,12.38%,22.46,14.57
2023-07-10T13,20.97%,56.37%,9.48%,0.00%,13.19%,22.09,14.32
2023-07-10T14,18.77%,51.39%,9.04%,0.00%,20.80%,19.91,12.89
2023-07-10T15,17.25%,48.62%,8.53%,0.00%,25.60%,18.50,11.96
2023-07-10T16,17.14%,48.61%,8.03%,0.00%,26.22%,18.43,11.91
2023-07-10T17,16.38%,49.83%,7.54%,0.00%,26.25%,18.09,11.65
2023-07-10T18,16.50%,50.86%,7.09%,0.00%,25.55%,18.32,11.79
2023-07-10T19,15.99%,52.83%,6.71%,0.00%,24.47%,18.26,11.71
2023-07-10T20,15.29%,53.92%,6.47%,0.00%,24.31%,17.95,11.47
2023-07-10T21,15.35%,54.60%,6.38%,0.00%,23.67%,18.08,11.55
2023-07-10T22,15.27%,55.44%,6.31%,0.00%,22.99%,18.15,11.58
2023-07-10T23,15.37%,55.15%,6.28%,0.00%,23.21%,18.18,11.60
2023-07-11T00,15.36%,55.73%,6.36%,0.00%,22.56%,18.25,11.65
2023-07-11T01,15.84%,59.08%,6.54%,0.00%,18.54%,19.05,12.14
2023-07-11T02,16.29%,60.34%,6.77%,0.00%,16.61%,19.54,12.45
2023-07-11T03,16.33%,56.49%,6.91%,0.00%,20.27%,19.01,12.16
2023-07-11T04,16.11%,51.59%,7.22%,0.00%,25.08%,18.17,11.67
2023-07-11T05,16.30%,47.42%,7.69%,0.00%,28.59%,17.69,11.42
2023-07-11T06,18.09%,46.63%,8.17%,0.00%,27.11%,18.77,12.19
2023-07-11T07,17.99%,44.92%,8.61%,0.00%,28.48%,18.47,12.01
2023-07-11T08,18.56%,43.88%,9.02%,0.00%,28.55%,18.69,12.19
2023-07-11T09,19.18%,44.64%,9.26%,0.00%,26.92%,19.21,12.54
2023-07-11T10,18.60%,44.43%,9.33%,0.00%,27.65%,18.80,12.25
2023-07-11T11,20.02%,47.43%,9.23%,0.00%,23.31%,20.18,13.16
2023-07-11T12,19.61%,48.75%,9.08%,0.00%,22.56%,20.09,13.07
2023-07-11T13,18.61%,46.46%,9.01%,0.00%,25.92%,19.10,12.42
2023-07-11T14,16.03%,44.47%,8.75%,0.00%,30.75%,17.09,11.05
2023-07-11T15,14.11%,42.74%,8.40%,0.00%,34.74%,15.56,10.02
2023-07-11T16,15.67%,42.25%,7.98%,0.00%,34.10%,16.53,10.71
2023-07-11T17,14.88%,43.39%,7.62%,0.00%,34.10%,16.17,10.43
2023-07-11T18,14.72%,45.06%,7.26%,0.00%,32.96%,16.30,10.49
2023-07-11T19,13.88%,46.89%,6.93%,0.00%,32.30%,16.00,10.25
2023-07-11T20,14.28%,48.39%,6.64%,0.00%,30.69%,16.48,10.55
2023-07-11T21,14.75%,48.14%,6.48%,0.00%,30.63%,16.76,10.75
2023-07-11T22,14.85%,48.77%,6.32%,0.00%,30.06%,16.92,10.85
2023-07-11T23,14.90%,49.11%,6.31%,0.00%,29.67%,17.00,10.90
2023-07-12T00,15.02%,49.51%,6.39%,0.00%,29.08%,17.13,10.99
2023-07-12T01,15.62%,52.37%,6.56%,0.00%,25.44%,17.95,11.50
2023-07-12T02,16.52%,55.06%,6.83%,0.00%,21.59%,18.93,12.13
2023-07-12T03,16.36%,50.32%,6.98%,0.00%,26.34%,18.15,11.68
2023-07-12T04,15.92%,44.66%,7.30%,0.00%,32.12%,17.04,11.02
2023-07-12T05,15.67%,40.83%,7.75%,0.00%,35.74%,16.33,10.60
2023-07-12T06,13.93%,38.21%,8.23%,0.00%,39.63%,14.79,9.57
2023-07-12T07,11.88%,37.14%,8.63%,0.00%,42.36%,13.26,8.53
2023-07-12T08,11.69%,36.87%,8.97%,0.00%,42.47%,13.10,8.42
2023-07-12T09,11.21%,36.77%,9.19%,0.00%,42.84%,12.76,8.19
2023-07-12T10,11.39%,37.23%,9.25%,0.00%,42.13%,12.95,8.31
2023-07-12T11,12.00%,38.08%,9.13%,0.00%,40.79%,13.48,8.66
2023-07-12T12,12.49%,38.83%,9.03%,0.00%,39.65%,13.92,8.95
2023-07-12T13,12.22%,38.32%,8.90%,0.00%,40.55%,13.66,8.78
2023-07-12T14,10.65%,33.91%,8.50%,0.00%,46.94%,11.98,7.69
2023-07-12T15,10.29%,32.94%,8.01%,0.00%,48.75%,11.60,7.45
2023-07-12T16,10.79%,35.03%,7.51%,0.00%,46.67%,12.23,7.85
2023-07-12T17,12.47%,36.63%,7.10%,0.00%,43.80%,13.59,8.77
2023-07-12T18,13.13%,39.93%,6.73%,0.00%,40.21%,14.50,9.34
2023-07-12T19,13.36%,43.34%,6.39%,0.00%,36.91%,15.14,9.72
2023-07-12T20,13.71%,45.53%,6.20%,0.00%,34.55%,15.69,10.06
2023-07-12T21,13.74%,47.61%,6.18%,0.00%,32.46%,16.01,10.24
2023-07-12T22,13.85%,48.85%,6.16%,0.00%,31.13%,16.26,10.39
2023-07-12T23,13.98%,48.80%,6.14%,0.00%,31.08%,16.34,10.44
2023-07-13T00,13.69%,48.11%,6.18%,0.00%,32.01%,16.05,10.26
2023-07-13T01,14.11%,50.81%,6.33%,0.00%,28.74%,16.72,10.67
2023-07-13T02,14.68%,52.88%,6.56%,0.00%,25.88%,17.39,11.10
2023-07-13T03,14.76%,48.62%,6.68%,0.00%,29.94%,16.83,10.79
2023-07-13T04,14.66%,44.58%,7.01%,0.00%,33.75%,16.19,10.43
2023-07-13T05,15.33%,42.31%,7.43%,0.00%,34.93%,16.31,10.56
2023-07-13T06,15.40%,41.05%,7.90%,0.00%,35.66%,16.17,10.49
2023-07-13T07,15.52%,40.49%,8.25%,0.00%,35.74%,16.17,10.50
2023-07-13T08,15.33%,41.23%,8.57%,0.00%,34.87%,16.16,10.47
2023-07-13T09,14.70%,42.30%,8.83%,0.00%,34.17%,15.89,10.26
2023-07-13T10,13.62%,42.60%,8.98%,0.00%,34.80%,15.21,9.78
2023-07-13T11,13.89%,43.27%,8.97%,0.00%,33.87%,15.49,9.96
2023-07-13T12,15.05%,44.37%,8.90%,0.00%,31.68%,16.42,10.59
2023-07-13T13,14.53%,44.54%,8.84%,0.00%,32.09%,16.09,10.36
2023-07-13T14,12.64%,42.87%,8.53%,0.00%,35.96%,14.59,9.34
2023-07-13T15,10.79%,41.24%,8.10%,0.00%,39.87%,13.13,8.35
2023-07-13T16,13.09%,41.99%,7.63%,0.00%,37.30%,14.77,9.48
2023-07-13T17,14.43%,44.18%,7.17%,0.00%,34.21%,15.98,10.29
2023-07-13T18,14.80%,46.48%,6.85%,0.00%,31.87%,16.56,10.64
2023-07-13T19,14.65%,48.92%,6.55%,0.00%,29.88%,16.81,10.77
2023-07-13T20,13.99%,50.89%,6.30%,0.00%,28.82%,16.65,10.62
